"","entire_name","ctr_cd","ctr_ty","org","zipcode","gender_category","gender_category_percent"
"72","Geisinger Medical Center (PAGM)","PAGM","TX1","LI",17822,"male_allc2",100
"73","Georgetown University Medical Center (DCGU)","DCGU","TX1","LI",20007,"female_allc2",37.698412698
"74","Georgetown University Medical Center (DCGU)","DCGU","TX1","LI",20007,"male_allc2",62.301587302
"75","Hahnemann University Hospital (PAHM)","PAHM","TX1","LI",19102,"female_allc2",28.571428571
"76","Hahnemann University Hospital (PAHM)","PAHM","TX1","LI",19102,"male_allc2",71.428571429
"77","Hartford Hospital (CTHH)","CTHH","TX1","LI",6102,"female_allc2",26.315789474
"78","Hartford Hospital (CTHH)","CTHH","TX1","LI",6102,"male_allc2",73.684210526
"79","Henry Ford Hospital (MIHF)","MIHF","TX1","LI",48202,"female_allc2",39.310344828
"80","Henry Ford Hospital (MIHF)","MIHF","TX1","LI",48202,"male_allc2",60.689655172
"81","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","LI",19104,"female_allc2",35.714285714
"82","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","LI",19104,"male_allc2",64.285714286
"83","Houston Methodist Hospital (TXMH)","TXMH","TX1","LI",77030,"female_allc2",41.916167665
"84","Houston Methodist Hospital (TXMH)","TXMH","TX1","LI",77030,"male_allc2",58.083832335
"85","Indiana University Health (INIM)","INIM","TX1","LI",46202,"female_allc2",47.777777778
"86","Indiana University Health (INIM)","INIM","TX1","LI",46202,"male_allc2",52.222222222
"87","Integris Baptist Medical Center (OKBC)","OKBC","TX1","LI",73112,"female_allc2",53.271028037
"88","Integris Baptist Medical Center (OKBC)","OKBC","TX1","LI",73112,"male_allc2",46.728971963
"89","Intermountain Medical Center (UTLD)","UTLD","TX1","LI",84107,"female_allc2",42.253521127
"90","Intermountain Medical Center (UTLD)","UTLD","TX1","LI",84107,"male_allc2",57.746478873
"91","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","LI",33136,"female_allc2",40.869565217
"92","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","LI",33136,"male_allc2",59.130434783
"93","Jewish Hospital (KYJH)","KYJH","TX1","LI",40202,"female_allc2",38.235294118
"94","Jewish Hospital (KYJH)","KYJH","TX1","LI",40202,"male_allc2",61.764705882
"95","Johns Hopkins Hospital (MDJH)","MDJH","TX1","LI",21287,"female_allc2",44.632768362
"96","Johns Hopkins Hospital (MDJH)","MDJH","TX1","LI",21287,"male_allc2",55.367231638
"97","Keck Hospital of USC (CAUH)","CAUH","TX1","LI",90033,"female_allc2",40.711462451
"98","Keck Hospital of USC (CAUH)","CAUH","TX1","LI",90033,"male_allc2",59.288537549
"99","Lahey Clinic Medical Center (MALC)","MALC","TX1","LI",1805,"female_allc2",30.476190476
"100","Lahey Clinic Medical Center (MALC)","MALC","TX1","LI",1805,"male_allc2",69.523809524
"101","Largo Medical Center (FLLM)","FLLM","TX1","LI",33770,"female_allc2",47.058823529
"102","Largo Medical Center (FLLM)","FLLM","TX1","LI",33770,"male_allc2",52.941176471
"103","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","LI",38103,"female_allc2",100
"104","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","LI",38103,"male_allc2",0
"105","Loma Linda University Medical Center (CALL)","CALL","TX1","LI",92354,"female_allc2",31.818181818
"106","Loma Linda University Medical Center (CALL)","CALL","TX1","LI",92354,"male_allc2",68.181818182
"107","Loyola University Medical Center (ILLU)","ILLU","TX1","LI",60153,"female_allc2",32.653061224
"108","Loyola University Medical Center (ILLU)","ILLU","TX1","LI",60153,"male_allc2",67.346938776
"109","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","LI",94304,"female_allc2",38.888888889
"110","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","LI",94304,"male_allc2",61.111111111
"111","Massachusetts General Hospital (MAMG)","MAMG","TX1","LI",2114,"female_allc2",38.170347003
"112","Massachusetts General Hospital (MAMG)","MAMG","TX1","LI",2114,"male_allc2",61.829652997
"113","Mayo Clinic Florida (FLSL)","FLSL","TX1","LI",32224,"female_allc2",41.860465116
"114","Mayo Clinic Florida (FLSL)","FLSL","TX1","LI",32224,"male_allc2",58.139534884
"115","Mayo Clinic Hospital (AZMC)","AZMC","TX1","LI",85054,"female_allc2",55.371900826
"116","Mayo Clinic Hospital (AZMC)","AZMC","TX1","LI",85054,"male_allc2",44.628099174
"117","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","LI",23219,"female_allc2",34.523809524
"118","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","LI",23219,"male_allc2",65.476190476
"119","Medical University of South Carolina (SCMU)","SCMU","TX1","LI",29425,"female_allc2",30.612244898
"120","Medical University of South Carolina (SCMU)","SCMU","TX1","LI",29425,"male_allc2",69.387755102
"121","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","LI",77030,"female_allc2",48.484848485
"122","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","LI",77030,"male_allc2",51.515151515
"123","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","LI",75203,"female_allc2",47.945205479
"124","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","LI",75203,"male_allc2",52.054794521
"125","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","LI",78229,"female_allc2",35.757575758
"126","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","LI",78229,"male_allc2",64.242424242
"127","Methodist University Hospital (TNMH)","TNMH","TX1","LI",38104,"female_allc2",37.5
"128","Methodist University Hospital (TNMH)","TNMH","TX1","LI",38104,"male_allc2",62.5
"129","Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","LI",77030,"female_allc2",1.9607843137
"130","Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","LI",77030,"male_allc2",98.039215686
"131","Montefiore Medical Center (NYMA)","NYMA","TX1","LI",10467,"female_allc2",47.457627119
"132","Montefiore Medical Center (NYMA)","NYMA","TX1","LI",10467,"male_allc2",52.542372881
"133","Mount Sinai Medical Center (NYMS)","NYMS","TX1","LI",10029,"female_allc2",35.221674877
"134","Mount Sinai Medical Center (NYMS)","NYMS","TX1","LI",10029,"male_allc2",64.778325123
"135","Nationwide Children's Hospital (OHCH)","OHCH","TX1","LI",43205,"female_allc2",50
"136","Nationwide Children's Hospital (OHCH)","OHCH","TX1","LI",43205,"male_allc2",50
"137","New York University Medical Center (NYUC)","NYUC","TX1","LI",10016,"female_allc2",27.137546468
"138","New York University Medical Center (NYUC)","NYUC","TX1","LI",10016,"male_allc2",72.862453532
"139","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","LI",10065,"female_allc2",33.333333333
"140","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","LI",10065,"male_allc2",66.666666667
"141","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","LI",60611,"female_allc2",28.985507246
"142","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","LI",60611,"male_allc2",71.014492754
"143","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","LI",10032,"female_allc2",43.949044586
"144","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","LI",10032,"male_allc2",56.050955414
"145","Ochsner Foundation Hospital (LAOF)","LAOF","TX1","LI",70121,"female_allc2",53.684210526
"146","Ochsner Foundation Hospital (LAOF)","LAOF","TX1","LI",70121,"male_allc2",46.315789474
"147","Ohio State University Medical Center (OHOU)","OHOU","TX1","LI",43210,"female_allc2",50.78125
"148","Ohio State University Medical Center (OHOU)","OHOU","TX1","LI",43210,"male_allc2",49.21875
"149","Oregon Health & Science University (ORUO)","ORUO","TX1","LI",97239,"female_allc2",51.612903226
"150","Oregon Health & Science University (ORUO)","ORUO","TX1","LI",97239,"male_allc2",48.387096774
"151","OU Medical Center (OKMD)","OKMD","TX1","LI",73104,"female_allc2",41.666666667
"152","OU Medical Center (OKMD)","OKMD","TX1","LI",73104,"male_allc2",58.333333333
"153","Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","LI",8103,"female_allc2",35.087719298
"154","Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","LI",8103,"male_allc2",64.912280702
"155","Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","LI",17033,"female_allc2",41.428571429
"156","Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","LI",17033,"male_allc2",58.571428571
"157","Phoenix Children's Hospital (AZCH)","AZCH","TX1","LI",85016,"female_allc2",58.333333333
"158","Phoenix Children's Hospital (AZCH)","AZCH","TX1","LI",85016,"male_allc2",41.666666667
"159","Piedmont Hospital (GAPH)","GAPH","TX1","LI",30309,"female_allc2",44.444444444
"160","Piedmont Hospital (GAPH)","GAPH","TX1","LI",30309,"male_allc2",55.555555556
"161","Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","LI",80218,"female_allc2",48.80952381
"162","Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","LI",80218,"male_allc2",51.19047619
"163","Primary Children's Hospital (UTPC)","UTPC","TX1","LI",84113,"female_allc2",50
"164","Primary Children's Hospital (UTPC)","UTPC","TX1","LI",84113,"male_allc2",50
"165","Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","LI",55902,"female_allc2",30.708661417
"166","Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","LI",55902,"male_allc2",69.291338583
"167","Rush University Medical Center (ILPL)","ILPL","TX1","LI",60612,"female_allc2",48.275862069
"168","Rush University Medical Center (ILPL)","ILPL","TX1","LI",60612,"male_allc2",51.724137931
"169","Scripps Green Hospital (CAGH)","CAGH","TX1","LI",92037,"female_allc2",40.909090909
"170","Scripps Green Hospital (CAGH)","CAGH","TX1","LI",92037,"male_allc2",59.090909091
"171","Seattle Children's Hospital (WACH)","WACH","TX1","LI",98105,"female_allc2",57.142857143
"172","Seattle Children's Hospital (WACH)","WACH","TX1","LI",98105,"male_allc2",42.857142857
"173","SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","LI",63104,"female_allc2",40
"174","SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","LI",63104,"male_allc2",60
"175","St Luke's Hospital of Kansas City (MOLH)","MOLH","TX1","LI",64111,"female_allc2",39.130434783
"176","St Luke's Hospital of Kansas City (MOLH)","MOLH","TX1","LI",64111,"male_allc2",60.869565217
"177","St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","LI",85013,"female_allc2",44
"178","St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","LI",85013,"male_allc2",56
"179","St. Louis Children's Hospital (MOCH)","MOCH","TX1","LI",63110,"female_allc2",66.666666667
"180","St. Louis Children's Hospital (MOCH)","MOCH","TX1","LI",63110,"male_allc2",33.333333333
"181","Stanford Health Care (CASU)","CASU","TX1","LI",94305,"female_allc2",42.424242424
"182","Stanford Health Care (CASU)","CASU","TX1","LI",94305,"male_allc2",57.575757576
"183","Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","LI",14642,"female_allc2",28.571428571
"184","Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","LI",14642,"male_allc2",71.428571429
"185","Swedish Medical Center (WASM)","WASM","TX1","LI",98122,"female_allc2",36.842105263
"186","Swedish Medical Center (WASM)","WASM","TX1","LI",98122,"male_allc2",63.157894737
"187","Tampa General Hospital (FLTG)","FLTG","TX1","LI",33606,"female_allc2",31.617647059
"188","Tampa General Hospital (FLTG)","FLTG","TX1","LI",33606,"male_allc2",68.382352941
"189","Temple University Hospital (PATU)","PATU","TX1","LI",19140,"female_allc2",22.727272727
"190","Temple University Hospital (PATU)","PATU","TX1","LI",19140,"male_allc2",77.272727273
"191","Texas Children's Hospital (TXTC)","TXTC","TX1","LI",77030,"female_allc2",25
"192","Texas Children's Hospital (TXTC)","TXTC","TX1","LI",77030,"male_allc2",75
"193","The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","LI",44195,"female_allc2",40.271493213
"194","The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","LI",44195,"male_allc2",59.728506787
"195","The Nebraska Medical Center (NEUN)","NEUN","TX1","LI",68198,"female_allc2",42.477876106
"196","The Nebraska Medical Center (NEUN)","NEUN","TX1","LI",68198,"male_allc2",57.522123894
"197","The Queen's Medical Center (HIQM)","HIQM","TX1","LI",96813,"female_allc2",31.818181818
"198","The Queen's Medical Center (HIQM)","HIQM","TX1","LI",96813,"male_allc2",68.181818182
"199","Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","LI",19107,"female_allc2",33.846153846
"200","Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","LI",19107,"male_allc2",66.153846154
"201","Tulane Medical Center (LATU)","LATU","TX1","LI",70112,"female_allc2",30.769230769
"202","Tulane Medical Center (LATU)","LATU","TX1","LI",70112,"male_allc2",69.230769231
"203","UAMS Medical Center (ARUA)","ARUA","TX1","LI",72205,"female_allc2",34.88372093
"204","UAMS Medical Center (ARUA)","ARUA","TX1","LI",72205,"male_allc2",65.11627907
"205","UCSF Medical Center at Mission Bay (CAMB)","CAMB","TX1","LI",94158,"female_allc2",57.142857143
"206","UCSF Medical Center at Mission Bay (CAMB)","CAMB","TX1","LI",94158,"male_allc2",42.857142857
"207","UF Health Shands Hospital (FLUF)","FLUF","TX1","LI",32608,"female_allc2",32.142857143
"208","UF Health Shands Hospital (FLUF)","FLUF","TX1","LI",32608,"male_allc2",67.857142857
"209","UMass Memorial Medical Center (MAUM)","MAUM","TX1","LI",1655,"female_allc2",38.953488372
"210","UMass Memorial Medical Center (MAUM)","MAUM","TX1","LI",1655,"male_allc2",61.046511628
"211","University Childrens Health (TXUC","TXUC","TX1","LI",78229,"female_allc2",33.333333333
"212","University Childrens Health (TXUC","TXUC","TX1","LI",78229,"male_allc2",66.666666667
"213","University Hospital (NJUH)","NJUH","TX1","LI",NA,"female_allc2",40.243902439
"214","University Hospital (NJUH)","NJUH","TX1","LI",NA,"male_allc2",59.756097561
"215","University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","LI",78229,"female_allc2",43.356643357
"216","University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","LI",78229,"male_allc2",56.643356643
"217","University Hospitals of Cleveland (OHUH)","OHUH","TX1","LI",44106,"female_allc2",38.888888889
"218","University Hospitals of Cleveland (OHUH)","OHUH","TX1","LI",44106,"male_allc2",61.111111111
"219","University of Alabama Hospital (ALUA)","ALUA","TX1","LI",35233,"female_allc2",48.965517241
"220","University of Alabama Hospital (ALUA)","ALUA","TX1","LI",35233,"male_allc2",51.034482759
"221","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","LI",90095,"female_allc2",39.915966387
"222","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","LI",90095,"male_allc2",60.084033613
"223","University of California San Diego Medical Center (CASD)","CASD","TX1","LI",92037,"female_allc2",45.238095238
"224","University of California San Diego Medical Center (CASD)","CASD","TX1","LI",92037,"male_allc2",54.761904762
"225","University of California San Francisco Medical Center (CASF)","CASF","TX1","LI",94118,"female_allc2",39.941262849
"226","University of California San Francisco Medical Center (CASF)","CASF","TX1","LI",94118,"male_allc2",60.058737151
"227","University of Chicago Medical Center (ILUC)","ILUC","TX1","LI",60637,"female_allc2",45.714285714
"228","University of Chicago Medical Center (ILUC)","ILUC","TX1","LI",60637,"male_allc2",54.285714286
"229","University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","LI",45229,"female_allc2",44.897959184
"230","University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","LI",45229,"male_allc2",55.102040816
"231","University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","LI",80045,"female_allc2",48.951048951
"232","University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","LI",80045,"male_allc2",51.048951049
"233","University of Illinois Medical Center (ILUI)","ILUI","TX1","LI",60612,"female_allc2",40.25974026
"234","University of Illinois Medical Center (ILUI)","ILUI","TX1","LI",60612,"male_allc2",59.74025974
"235","University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","LI",52242,"female_allc2",47.058823529
"236","University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","LI",52242,"male_allc2",52.941176471
"237","University of Kansas Hospital (KSUK)","KSUK","TX1","LI",66103,"female_allc2",41.584158416
"238","University of Kansas Hospital (KSUK)","KSUK","TX1","LI",66103,"male_allc2",58.415841584
"239","University of Kentucky Medical Center (KYUK)","KYUK","TX1","LI",40536,"female_allc2",29.166666667
"240","University of Kentucky Medical Center (KYUK)","KYUK","TX1","LI",40536,"male_allc2",70.833333333
"241","University of Maryland Medical System (MDUM)","MDUM","TX1","LI",21201,"female_allc2",44.35483871
"242","University of Maryland Medical System (MDUM)","MDUM","TX1","LI",21201,"male_allc2",55.64516129
"243","University of Michigan Medical Center (MIUM)","MIUM","TX1","LI",48109,"female_allc2",40.336134454
"244","University of Michigan Medical Center (MIUM)","MIUM","TX1","LI",48109,"male_allc2",59.663865546
"245","University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","LI",55454,"female_allc2",33.333333333
"246","University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","LI",55454,"male_allc2",66.666666667
"247","University of Mississippi Medical Center (MSUM)","MSUM","TX1","LI",39216,"female_allc2",33.333333333
"248","University of Mississippi Medical Center (MSUM)","MSUM","TX1","LI",39216,"male_allc2",66.666666667
"249","University of North Carolina Hospitals (NCMH)","NCMH","TX1","LI",27514,"female_allc2",33.333333333
"250","University of North Carolina Hospitals (NCMH)","NCMH","TX1","LI",27514,"male_allc2",66.666666667
"251","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","LI",15213,"female_allc2",39.682539683
"252","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","LI",15213,"male_allc2",60.317460317
"253","University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","LI",77555,"female_allc2",43.103448276
"254","University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","LI",77555,"male_allc2",56.896551724
"255","University of Utah Medical Center (UTMC)","UTMC","TX1","LI",84132,"female_allc2",43.75
"256","University of Utah Medical Center (UTMC)","UTMC","TX1","LI",84132,"male_allc2",56.25
"257","University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","LI",22908,"female_allc2",40
"258","University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","LI",22908,"male_allc2",60
"259","University of Washington Medical Center (WAUW)","WAUW","TX1","LI",98195,"female_allc2",39.0625
"260","University of Washington Medical Center (WAUW)","WAUW","TX1","LI",98195,"male_allc2",60.9375
"261","University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","LI",53792,"female_allc2",37.272727273
"262","University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","LI",53792,"male_allc2",62.727272727
"263","UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","LI",15224,"female_allc2",50
"264","UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","LI",15224,"male_allc2",50
"265","UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","LI",75390,"female_allc2",40.476190476
"266","UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","LI",75390,"male_allc2",59.523809524
"267","VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","LI",15240,"female_allc2",6.5573770492
"268","VA Pittsburgh Healthcare System (PAVA)","PAVA","TX1","LI",15240,"male_allc2",93.442622951
"269","VA Portland Health Care System (ORVA)","ORVA","TX1","LI",97239,"female_allc2",0
"270","VA Portland Health Care System (ORVA)","ORVA","TX1","LI",97239,"male_allc2",100
"271","Vanderbilt University Medical Center (TNVU)","TNVU","TX1","LI",37232,"female_allc2",36.416184971
"272","Vanderbilt University Medical Center (TNVU)","TNVU","TX1","LI",37232,"male_allc2",63.583815029
"273","Westchester Medical Center (NYWC)","NYWC","TX1","LI",10595,"female_allc2",38.461538462
"274","Westchester Medical Center (NYWC)","NYWC","TX1","LI",10595,"male_allc2",61.538461538
"275","William Beaumont Hospital (MIBH)","MIBH","TX1","LI",48073,"female_allc2",45
"276","William Beaumont Hospital (MIBH)","MIBH","TX1","LI",48073,"male_allc2",55
"277","Willis-Knighton Medical Center (LAWK)","LAWK","TX1","LI",71103,"female_allc2",42.372881356
