"","entire_name","ctr_cd","ctr_ty","org","zipcode","age_category","age_category_percent"
"252","Emory University Hospital (GAEM)","GAEM","TX1","LI",30322,"age_18_34_allc2",8.3333333333
"253","Emory University Hospital (GAEM)","GAEM","TX1","LI",30322,"age_35_49_allc2",19.444444444
"254","Emory University Hospital (GAEM)","GAEM","TX1","LI",30322,"age_50_64_allc2",59.722222222
"255","Emory University Hospital (GAEM)","GAEM","TX1","LI",30322,"age_65_69_allc2",12.5
"256","Emory University Hospital (GAEM)","GAEM","TX1","LI",30322,"age_70_allc2",0
"257","Florida Hospital Medical Center (FLFH)","FLFH","TX1","LI",32803,"age_2_11_allc2",2.6315789474
"258","Florida Hospital Medical Center (FLFH)","FLFH","TX1","LI",32803,"age_12_17_allc2",2.6315789474
"259","Florida Hospital Medical Center (FLFH)","FLFH","TX1","LI",32803,"age_2_allc2",7.8947368421
"260","Florida Hospital Medical Center (FLFH)","FLFH","TX1","LI",32803,"age_18_34_allc2",7.8947368421
"261","Florida Hospital Medical Center (FLFH)","FLFH","TX1","LI",32803,"age_35_49_allc2",21.052631579
"262","Florida Hospital Medical Center (FLFH)","FLFH","TX1","LI",32803,"age_50_64_allc2",44.736842105
"263","Florida Hospital Medical Center (FLFH)","FLFH","TX1","LI",32803,"age_65_69_allc2",13.157894737
