"","entire_name","ctr_cd","ctr_ty","zipcode","age_category","age_category_percent"
"22","Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1",19803,"age_50_64_allc2",0
"23","Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1",19803,"age_65_69_allc2",0
"24","Alfred I DuPont Hospital for Children (DEAI)","DEAI","TX1",19803,"age_70_allc2",0
"25","Allegheny General Hospital (PAAG)","PAAG","TX1",15212,"age_2_11_allc2",0
"26","Allegheny General Hospital (PAAG)","PAAG","TX1",15212,"age_12_17_allc2",0
"27","Allegheny General Hospital (PAAG)","PAAG","TX1",15212,"age_2_allc2",0
"28","Allegheny General Hospital (PAAG)","PAAG","TX1",15212,"age_18_34_allc2",7.6923076923
"29","Allegheny General Hospital (PAAG)","PAAG","TX1",15212,"age_35_49_allc2",15.384615385
"30","Allegheny General Hospital (PAAG)","PAAG","TX1",15212,"age_50_64_allc2",53.846153846
"31","Allegheny General Hospital (PAAG)","PAAG","TX1",15212,"age_65_69_allc2",23.076923077
"32","Allegheny General Hospital (PAAG)","PAAG","TX1",15212,"age_70_allc2",0
"33","Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1",60611,"age_2_11_allc2",46.875
"34","Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1",60611,"age_12_17_allc2",9.375
"35","Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1",60611,"age_2_allc2",31.25
"36","Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1",60611,"age_18_34_allc2",12.5
"37","Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1",60611,"age_35_49_allc2",0
"38","Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1",60611,"age_50_64_allc2",0
"39","Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1",60611,"age_65_69_allc2",0
"40","Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM)","ILCM","TX1",60611,"age_70_allc2",0
"41","Arkansas Children's Hospital (ARCH)","ARCH","TX1",72202,"age_2_11_allc2",25
"42","Arkansas Children's Hospital (ARCH)","ARCH","TX1",72202,"age_12_17_allc2",50
"43","Arkansas Children's Hospital (ARCH)","ARCH","TX1",72202,"age_2_allc2",25
"44","Arkansas Children's Hospital (ARCH)","ARCH","TX1",72202,"age_18_34_allc2",0
"45","Arkansas Children's Hospital (ARCH)","ARCH","TX1",72202,"age_35_49_allc2",0
"46","Arkansas Children's Hospital (ARCH)","ARCH","TX1",72202,"age_50_64_allc2",0
"47","Arkansas Children's Hospital (ARCH)","ARCH","TX1",72202,"age_65_69_allc2",0
"48","Arkansas Children's Hospital (ARCH)","ARCH","TX1",72202,"age_70_allc2",0
"49","Aurora St. Luke's Medical Center (WISL)","WISL","TX1",53215,"age_2_11_allc2",0
"50","Aurora St. Luke's Medical Center (WISL)","WISL","TX1",53215,"age_12_17_allc2",0
"51","Aurora St. Luke's Medical Center (WISL)","WISL","TX1",53215,"age_2_allc2",0
"52","Aurora St. Luke's Medical Center (WISL)","WISL","TX1",53215,"age_18_34_allc2",11.363636364
"53","Aurora St. Luke's Medical Center (WISL)","WISL","TX1",53215,"age_35_49_allc2",15.909090909
"54","Aurora St. Luke's Medical Center (WISL)","WISL","TX1",53215,"age_50_64_allc2",54.545454545
"55","Aurora St. Luke's Medical Center (WISL)","WISL","TX1",53215,"age_65_69_allc2",18.181818182
"56","Aurora St. Luke's Medical Center (WISL)","WISL","TX1",53215,"age_70_allc2",0
"57","Banner University Medical Center-Tucson (AZUA)","AZUA","TX1",85719,"age_2_11_allc2",0
"58","Banner University Medical Center-Tucson (AZUA)","AZUA","TX1",85719,"age_12_17_allc2",0
"59","Banner University Medical Center-Tucson (AZUA)","AZUA","TX1",85719,"age_2_allc2",0
"60","Banner University Medical Center-Tucson (AZUA)","AZUA","TX1",85719,"age_18_34_allc2",0
"61","Banner University Medical Center-Tucson (AZUA)","AZUA","TX1",85719,"age_35_49_allc2",16.666666667
"62","Banner University Medical Center-Tucson (AZUA)","AZUA","TX1",85719,"age_50_64_allc2",83.333333333
"63","Banner University Medical Center-Tucson (AZUA)","AZUA","TX1",85719,"age_65_69_allc2",0
"64","Banner University Medical Center-Tucson (AZUA)","AZUA","TX1",85719,"age_70_allc2",0
"65","Barnes-Jewish Hospital (MOBH)","MOBH","TX1",63110,"age_2_11_allc2",0
"66","Barnes-Jewish Hospital (MOBH)","MOBH","TX1",63110,"age_12_17_allc2",0
"67","Barnes-Jewish Hospital (MOBH)","MOBH","TX1",63110,"age_2_allc2",0
"68","Barnes-Jewish Hospital (MOBH)","MOBH","TX1",63110,"age_18_34_allc2",8.3333333333
"69","Barnes-Jewish Hospital (MOBH)","MOBH","TX1",63110,"age_35_49_allc2",38.888888889
"70","Barnes-Jewish Hospital (MOBH)","MOBH","TX1",63110,"age_50_64_allc2",47.222222222
"71","Barnes-Jewish Hospital (MOBH)","MOBH","TX1",63110,"age_65_69_allc2",5.5555555556
"72","Barnes-Jewish Hospital (MOBH)","MOBH","TX1",63110,"age_70_allc2",0
"73","Baylor University Medical Center (TXTX)","TXTX","TX1",75246,"age_2_11_allc2",0
"74","Baylor University Medical Center (TXTX)","TXTX","TX1",75246,"age_12_17_allc2",0
"75","Baylor University Medical Center (TXTX)","TXTX","TX1",75246,"age_2_allc2",0
"76","Baylor University Medical Center (TXTX)","TXTX","TX1",75246,"age_18_34_allc2",13.513513514
"77","Baylor University Medical Center (TXTX)","TXTX","TX1",75246,"age_35_49_allc2",18.918918919
"78","Baylor University Medical Center (TXTX)","TXTX","TX1",75246,"age_50_64_allc2",51.351351351
"79","Baylor University Medical Center (TXTX)","TXTX","TX1",75246,"age_65_69_allc2",13.513513514
"80","Baylor University Medical Center (TXTX)","TXTX","TX1",75246,"age_70_allc2",2.7027027027
"81","Boston Children's Hospital (MACH)","MACH","TX1",2115,"age_2_11_allc2",29.411764706
"82","Boston Children's Hospital (MACH)","MACH","TX1",2115,"age_12_17_allc2",29.411764706
"83","Boston Children's Hospital (MACH)","MACH","TX1",2115,"age_2_allc2",23.529411765
"84","Boston Children's Hospital (MACH)","MACH","TX1",2115,"age_18_34_allc2",17.647058824
"85","Boston Children's Hospital (MACH)","MACH","TX1",2115,"age_35_49_allc2",0
"86","Boston Children's Hospital (MACH)","MACH","TX1",2115,"age_50_64_allc2",0
"87","Boston Children's Hospital (MACH)","MACH","TX1",2115,"age_65_69_allc2",0
"88","Boston Children's Hospital (MACH)","MACH","TX1",2115,"age_70_allc2",0
"89","Brigham and Women's Hospital (MAPB)","MAPB","TX1",2115,"age_2_11_allc2",0
"90","Brigham and Women's Hospital (MAPB)","MAPB","TX1",2115,"age_12_17_allc2",0
"91","Brigham and Women's Hospital (MAPB)","MAPB","TX1",2115,"age_2_allc2",0
"92","Brigham and Women's Hospital (MAPB)","MAPB","TX1",2115,"age_18_34_allc2",11.764705882
"93","Brigham and Women's Hospital (MAPB)","MAPB","TX1",2115,"age_35_49_allc2",35.294117647
"94","Brigham and Women's Hospital (MAPB)","MAPB","TX1",2115,"age_50_64_allc2",47.058823529
"95","Brigham and Women's Hospital (MAPB)","MAPB","TX1",2115,"age_65_69_allc2",5.8823529412
"96","Brigham and Women's Hospital (MAPB)","MAPB","TX1",2115,"age_70_allc2",0
"97","California Pacific Medical Center (CAPM)","CAPM","TX1",94114,"age_2_11_allc2",0
"98","California Pacific Medical Center (CAPM)","CAPM","TX1",94114,"age_12_17_allc2",0
"99","California Pacific Medical Center (CAPM)","CAPM","TX1",94114,"age_2_allc2",0
"100","California Pacific Medical Center (CAPM)","CAPM","TX1",94114,"age_18_34_allc2",15.384615385
"101","California Pacific Medical Center (CAPM)","CAPM","TX1",94114,"age_35_49_allc2",30.769230769
"102","California Pacific Medical Center (CAPM)","CAPM","TX1",94114,"age_50_64_allc2",38.461538462
"103","California Pacific Medical Center (CAPM)","CAPM","TX1",94114,"age_65_69_allc2",15.384615385
"104","California Pacific Medical Center (CAPM)","CAPM","TX1",94114,"age_70_allc2",0
"105","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1",63104,"age_2_11_allc2",50
"106","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1",63104,"age_12_17_allc2",0
"107","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1",63104,"age_2_allc2",50
"108","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1",63104,"age_18_34_allc2",0
"109","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1",63104,"age_35_49_allc2",0
"110","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1",63104,"age_50_64_allc2",0
"111","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1",63104,"age_65_69_allc2",0
"112","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1",63104,"age_70_allc2",0
"113","Carolinas Medical Center (NCCM)","NCCM","TX1",28203,"age_2_11_allc2",6.8965517241
"114","Carolinas Medical Center (NCCM)","NCCM","TX1",28203,"age_12_17_allc2",3.4482758621
"115","Carolinas Medical Center (NCCM)","NCCM","TX1",28203,"age_2_allc2",3.4482758621
"116","Carolinas Medical Center (NCCM)","NCCM","TX1",28203,"age_18_34_allc2",13.793103448
"117","Carolinas Medical Center (NCCM)","NCCM","TX1",28203,"age_35_49_allc2",27.586206897
"118","Carolinas Medical Center (NCCM)","NCCM","TX1",28203,"age_50_64_allc2",44.827586207
"119","Carolinas Medical Center (NCCM)","NCCM","TX1",28203,"age_65_69_allc2",0
"120","Carolinas Medical Center (NCCM)","NCCM","TX1",28203,"age_70_allc2",0
"121","Cedars-Sinai Medical Center (CACS)","CACS","TX1",90211,"age_2_11_allc2",0
"122","Cedars-Sinai Medical Center (CACS)","CACS","TX1",90211,"age_12_17_allc2",0
"123","Cedars-Sinai Medical Center (CACS)","CACS","TX1",90211,"age_2_allc2",0
"124","Cedars-Sinai Medical Center (CACS)","CACS","TX1",90211,"age_18_34_allc2",11.214953271
"125","Cedars-Sinai Medical Center (CACS)","CACS","TX1",90211,"age_35_49_allc2",29.906542056
"126","Cedars-Sinai Medical Center (CACS)","CACS","TX1",90211,"age_50_64_allc2",43.925233645
"127","Cedars-Sinai Medical Center (CACS)","CACS","TX1",90211,"age_65_69_allc2",11.214953271
"128","Cedars-Sinai Medical Center (CACS)","CACS","TX1",90211,"age_70_allc2",3.738317757
"129","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1",77030,"age_2_11_allc2",0
"130","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1",77030,"age_12_17_allc2",0
"131","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1",77030,"age_2_allc2",0
"132","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1",77030,"age_18_34_allc2",10.344827586
"133","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1",77030,"age_35_49_allc2",34.482758621
"134","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1",77030,"age_50_64_allc2",41.379310345
"135","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1",77030,"age_65_69_allc2",13.793103448
"136","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1",77030,"age_70_allc2",0
"137","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1",30322,"age_2_11_allc2",50
"138","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1",30322,"age_12_17_allc2",16.666666667
"139","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1",30322,"age_2_allc2",33.333333333
"140","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1",30322,"age_18_34_allc2",0
"141","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1",30322,"age_35_49_allc2",0
"142","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1",30322,"age_50_64_allc2",0
"143","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1",30322,"age_65_69_allc2",0
"144","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1",30322,"age_70_allc2",0
"145","Children's Hospital Colorado (COCH)","COCH","TX1",80045,"age_2_11_allc2",16.666666667
"146","Children's Hospital Colorado (COCH)","COCH","TX1",80045,"age_12_17_allc2",33.333333333
"147","Children's Hospital Colorado (COCH)","COCH","TX1",80045,"age_2_allc2",16.666666667
"148","Children's Hospital Colorado (COCH)","COCH","TX1",80045,"age_18_34_allc2",16.666666667
"149","Children's Hospital Colorado (COCH)","COCH","TX1",80045,"age_35_49_allc2",16.666666667
"150","Children's Hospital Colorado (COCH)","COCH","TX1",80045,"age_50_64_allc2",0
"151","Children's Hospital Colorado (COCH)","COCH","TX1",80045,"age_65_69_allc2",0
"152","Children's Hospital Colorado (COCH)","COCH","TX1",80045,"age_70_allc2",0
"153","Children's Hospital Medical Center (OHCM)","OHCM","TX1",45229,"age_2_11_allc2",25
"154","Children's Hospital Medical Center (OHCM)","OHCM","TX1",45229,"age_12_17_allc2",37.5
"155","Children's Hospital Medical Center (OHCM)","OHCM","TX1",45229,"age_2_allc2",25
"156","Children's Hospital Medical Center (OHCM)","OHCM","TX1",45229,"age_18_34_allc2",12.5
"157","Children's Hospital Medical Center (OHCM)","OHCM","TX1",45229,"age_35_49_allc2",0
"158","Children's Hospital Medical Center (OHCM)","OHCM","TX1",45229,"age_50_64_allc2",0
"159","Children's Hospital Medical Center (OHCM)","OHCM","TX1",45229,"age_65_69_allc2",0
"160","Children's Hospital Medical Center (OHCM)","OHCM","TX1",45229,"age_70_allc2",0
"161","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_2_11_allc2",0
"162","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_12_17_allc2",0
"163","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_2_allc2",100
"164","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_18_34_allc2",0
"165","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_35_49_allc2",0
"166","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_50_64_allc2",0
"167","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_65_69_allc2",0
"168","Children's Hospital of Michigan (MICH)","MICH","TX1",48201,"age_70_allc2",0
"169","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_2_11_allc2",30
"170","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_12_17_allc2",30
"171","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_2_allc2",40
"172","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_18_34_allc2",0
"173","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_35_49_allc2",0
"174","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_50_64_allc2",0
"175","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_65_69_allc2",0
"176","Children's Hospital of Philadelphia (PACP)","PACP","TX1",19104,"age_70_allc2",0
"177","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_2_11_allc2",25
"178","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_12_17_allc2",16.666666667
"179","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_2_allc2",50
"180","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_18_34_allc2",8.3333333333
"181","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_35_49_allc2",0
"182","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_50_64_allc2",0
"183","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_65_69_allc2",0
"184","Children's Hospital of Wisconsin (WICH)","WICH","TX1",53226,"age_70_allc2",0
"185","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_2_11_allc2",50
"186","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_12_17_allc2",35.714285714
"187","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_2_allc2",14.285714286
"188","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_18_34_allc2",0
"189","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_35_49_allc2",0
"190","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_50_64_allc2",0
"191","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_65_69_allc2",0
"192","Children's Medical Center of Dallas (TXCM)","TXCM","TX1",75235,"age_70_allc2",0
"193","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_2_11_allc2",42.857142857
"194","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_12_17_allc2",42.857142857
"195","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_2_allc2",14.285714286
"196","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_18_34_allc2",0
"197","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_35_49_allc2",0
"198","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_50_64_allc2",0
"199","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_65_69_allc2",0
"200","Children's Mercy Hospital (MOCM)","MOCM","TX1",64108,"age_70_allc2",0
"201","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_2_11_allc2",25
"202","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_12_17_allc2",25
"203","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_2_allc2",50
"204","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_18_34_allc2",0
"205","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_35_49_allc2",0
"206","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_50_64_allc2",0
"207","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_65_69_allc2",0
"208","Children's National Medical Center (DCCH)","DCCH","TX1",20010,"age_70_allc2",0
"209","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_2_11_allc2",25
"210","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_12_17_allc2",25
"211","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_2_allc2",50
"212","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_18_34_allc2",0
"213","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_35_49_allc2",0
"214","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_50_64_allc2",0
"215","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_65_69_allc2",0
"216","Children's of Alabama (ALCH)","ALCH","TX1",35233,"age_70_allc2",0
"217","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_2_11_allc2",33.333333333
"218","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_12_17_allc2",16.666666667
"219","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_2_allc2",50
"220","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_18_34_allc2",0
"221","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_35_49_allc2",0
"222","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_50_64_allc2",0
"223","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_65_69_allc2",0
"224","Childrens Hospital Los Angeles (CACL)","CACL","TX1",90027,"age_70_allc2",0
"225","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_2_11_allc2",0
"226","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_12_17_allc2",0
"227","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_2_allc2",0
"228","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_18_34_allc2",6.6666666667
"229","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_35_49_allc2",26.666666667
"230","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_50_64_allc2",40
"231","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_65_69_allc2",13.333333333
"232","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1",33331,"age_70_allc2",13.333333333
"233","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_2_11_allc2",8.1632653061
"234","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_12_17_allc2",0
"235","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_2_allc2",2.0408163265
"236","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_18_34_allc2",12.244897959
"237","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_35_49_allc2",26.530612245
"238","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_50_64_allc2",48.979591837
"239","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_65_69_allc2",2.0408163265
"240","Duke University Hospital (NCDU)","NCDU","TX1",27710,"age_70_allc2",0
"241","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_2_11_allc2",0
"242","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_12_17_allc2",0
"243","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_2_allc2",0
"244","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_18_34_allc2",18.181818182
"245","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_35_49_allc2",38.181818182
"246","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_50_64_allc2",40
"247","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_65_69_allc2",3.6363636364
"248","Emory University Hospital (GAEM)","GAEM","TX1",30322,"age_70_allc2",0
"249","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_2_11_allc2",0
"250","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_12_17_allc2",0
"251","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_2_allc2",0
"252","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_18_34_allc2",13.333333333
"253","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_35_49_allc2",33.333333333
"254","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_50_64_allc2",40
"255","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_65_69_allc2",13.333333333
"256","Florida Hospital Medical Center (FLFH)","FLFH","TX1",32803,"age_70_allc2",0
"257","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_2_11_allc2",0
"258","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_12_17_allc2",0
"259","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_2_allc2",0
"260","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_18_34_allc2",7.6923076923
"261","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_35_49_allc2",26.923076923
"262","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_50_64_allc2",53.846153846
"263","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_65_69_allc2",11.538461538
"264","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1",53226,"age_70_allc2",0
"265","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_2_11_allc2",0
"266","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_12_17_allc2",0
"267","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_2_allc2",0
"268","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_18_34_allc2",8.6956521739
"269","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_35_49_allc2",21.739130435
"270","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_50_64_allc2",60.869565217
"271","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_65_69_allc2",8.6956521739
"272","Hartford Hospital (CTHH)","CTHH","TX1",6102,"age_70_allc2",0
"273","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_2_11_allc2",0
"274","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_12_17_allc2",0
"275","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_2_allc2",0
"276","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_18_34_allc2",6.8965517241
"277","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_35_49_allc2",17.24137931
"278","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_50_64_allc2",51.724137931
"279","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_65_69_allc2",24.137931034
"280","Henry Ford Hospital (MIHF)","MIHF","TX1",48202,"age_70_allc2",0
"281","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1",19104,"age_2_11_allc2",0
"282","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1",19104,"age_12_17_allc2",0
"283","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1",19104,"age_2_allc2",0
"284","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1",19104,"age_18_34_allc2",22.388059701
"285","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1",19104,"age_35_49_allc2",25.373134328
"286","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1",19104,"age_50_64_allc2",40.298507463
"287","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1",19104,"age_65_69_allc2",11.940298507
