"","entire_name","ctr_cd","ctr_ty","org","zipcode","race_category","race_category_percent"
"102","Baylor University Medical Center (TXTX)","TXTX","TX1","KI",75246,"race_unknown_allc2",0
"103","Baystate Medical Center (MABS)","MABS","TX1","KI",1199,"asian_allc2",2.8901734104
"104","Baystate Medical Center (MABS)","MABS","TX1","KI",1199,"african_american_allc2",19.075144509
"105","Baystate Medical Center (MABS)","MABS","TX1","KI",1199,"hispanic_latino_allc2",23.699421965
"106","Baystate Medical Center (MABS)","MABS","TX1","KI",1199,"white_allc2",54.335260116
"107","Baystate Medical Center (MABS)","MABS","TX1","KI",1199,"race_other_allc2",0
"108","Baystate Medical Center (MABS)","MABS","TX1","KI",1199,"race_unknown_allc2",0
"109","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KI",2215,"asian_allc2",10.326086957
"110","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KI",2215,"african_american_allc2",29.076086957
"111","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KI",2215,"hispanic_latino_allc2",13.043478261
"112","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KI",2215,"white_allc2",46.739130435
"113","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KI",2215,"race_other_allc2",0.8152173913
"114","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KI",2215,"race_unknown_allc2",0
"115","Birmingham VA Medical Center (ALVA)","ALVA","TX1","KI",35233,"asian_allc2",1.2345679012
"116","Birmingham VA Medical Center (ALVA)","ALVA","TX1","KI",35233,"african_american_allc2",71.604938272
"117","Birmingham VA Medical Center (ALVA)","ALVA","TX1","KI",35233,"hispanic_latino_allc2",4.9382716049
"118","Birmingham VA Medical Center (ALVA)","ALVA","TX1","KI",35233,"white_allc2",20.987654321
"119","Birmingham VA Medical Center (ALVA)","ALVA","TX1","KI",35233,"race_other_allc2",1.2345679012
"120","Birmingham VA Medical Center (ALVA)","ALVA","TX1","KI",35233,"race_unknown_allc2",0
"121","Boston Children's Hospital (MACH)","MACH","TX1","KI",2115,"asian_allc2",9.5238095238
"122","Boston Children's Hospital (MACH)","MACH","TX1","KI",2115,"african_american_allc2",14.285714286
"123","Boston Children's Hospital (MACH)","MACH","TX1","KI",2115,"hispanic_latino_allc2",23.80952381
"124","Boston Children's Hospital (MACH)","MACH","TX1","KI",2115,"white_allc2",47.619047619
"125","Boston Children's Hospital (MACH)","MACH","TX1","KI",2115,"race_other_allc2",4.7619047619
"126","Boston Children's Hospital (MACH)","MACH","TX1","KI",2115,"race_unknown_allc2",0
"127","Boston Medical Center (MABU)","MABU","TX1","KI",2118,"asian_allc2",7.8571428571
"128","Boston Medical Center (MABU)","MABU","TX1","KI",2118,"african_american_allc2",35.357142857
"129","Boston Medical Center (MABU)","MABU","TX1","KI",2118,"hispanic_latino_allc2",32.5
"130","Boston Medical Center (MABU)","MABU","TX1","KI",2118,"white_allc2",24.285714286
"131","Boston Medical Center (MABU)","MABU","TX1","KI",2118,"race_other_allc2",0
"132","Boston Medical Center (MABU)","MABU","TX1","KI",2118,"race_unknown_allc2",0
"133","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KI",2115,"asian_allc2",6.6465256798
"134","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KI",2115,"african_american_allc2",22.054380665
"135","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KI",2115,"hispanic_latino_allc2",9.667673716
"136","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KI",2115,"white_allc2",61.329305136
"137","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KI",2115,"race_other_allc2",0.3021148036
"138","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KI",2115,"race_unknown_allc2",0
"139","California Pacific Medical Center (CAPM)","CAPM","TX1","KI",94114,"asian_allc2",22.809917355
"140","California Pacific Medical Center (CAPM)","CAPM","TX1","KI",94114,"african_american_allc2",10.358126722
"141","California Pacific Medical Center (CAPM)","CAPM","TX1","KI",94114,"hispanic_latino_allc2",41.157024793
"142","California Pacific Medical Center (CAPM)","CAPM","TX1","KI",94114,"white_allc2",24.738292011
"143","California Pacific Medical Center (CAPM)","CAPM","TX1","KI",94114,"race_other_allc2",0.9366391185
"144","California Pacific Medical Center (CAPM)","CAPM","TX1","KI",94114,"race_unknown_allc2",0
"145","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","KI",63104,"asian_allc2",0
"146","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","KI",63104,"african_american_allc2",0
"147","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","KI",63104,"hispanic_latino_allc2",0
"148","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","KI",63104,"white_allc2",100
"149","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","KI",63104,"race_other_allc2",0
"150","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","KI",63104,"race_unknown_allc2",0
"151","Carolinas Medical Center (NCCM)","NCCM","TX1","KI",28203,"asian_allc2",3.4155597723
"152","Carolinas Medical Center (NCCM)","NCCM","TX1","KI",28203,"african_american_allc2",43.074003795
"153","Carolinas Medical Center (NCCM)","NCCM","TX1","KI",28203,"hispanic_latino_allc2",7.210626186
"154","Carolinas Medical Center (NCCM)","NCCM","TX1","KI",28203,"white_allc2",35.104364326
"155","Carolinas Medical Center (NCCM)","NCCM","TX1","KI",28203,"race_other_allc2",11.19544592
"156","Carolinas Medical Center (NCCM)","NCCM","TX1","KI",28203,"race_unknown_allc2",0
"157","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KI",90211,"asian_allc2",16.583747927
"158","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KI",90211,"african_american_allc2",16.334991708
"159","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KI",90211,"hispanic_latino_allc2",43.781094527
"160","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KI",90211,"white_allc2",22.056384743
"161","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KI",90211,"race_other_allc2",1.2437810945
"162","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KI",90211,"race_unknown_allc2",0
"163","Centennial Medical Center (TNPV)","TNPV","TX1","KI",37203,"asian_allc2",2.5641025641
"164","Centennial Medical Center (TNPV)","TNPV","TX1","KI",37203,"african_american_allc2",41.025641026
"165","Centennial Medical Center (TNPV)","TNPV","TX1","KI",37203,"hispanic_latino_allc2",0
"166","Centennial Medical Center (TNPV)","TNPV","TX1","KI",37203,"white_allc2",53.846153846
"167","Centennial Medical Center (TNPV)","TNPV","TX1","KI",37203,"race_other_allc2",2.5641025641
"168","Centennial Medical Center (TNPV)","TNPV","TX1","KI",37203,"race_unknown_allc2",0
"169","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KI",80210,"asian_allc2",0
"170","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KI",80210,"african_american_allc2",8.9552238806
"171","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KI",80210,"hispanic_latino_allc2",19.402985075
"172","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KI",80210,"white_allc2",58.208955224
"173","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KI",80210,"race_other_allc2",13.432835821
"174","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KI",80210,"race_unknown_allc2",0
"175","Charleston Area Medical Center (WVCA)","WVCA","TX1","KI",25325,"asian_allc2",0
"176","Charleston Area Medical Center (WVCA)","WVCA","TX1","KI",25325,"african_american_allc2",7.6086956522
"177","Charleston Area Medical Center (WVCA)","WVCA","TX1","KI",25325,"hispanic_latino_allc2",1.0869565217
"178","Charleston Area Medical Center (WVCA)","WVCA","TX1","KI",25325,"white_allc2",91.304347826
"179","Charleston Area Medical Center (WVCA)","WVCA","TX1","KI",25325,"race_other_allc2",0
"180","Charleston Area Medical Center (WVCA)","WVCA","TX1","KI",25325,"race_unknown_allc2",0
"181","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","KI",77030,"asian_allc2",8.0225988701
"182","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","KI",77030,"african_american_allc2",38.983050847
"183","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","KI",77030,"hispanic_latino_allc2",33.446327684
"184","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","KI",77030,"white_allc2",18.870056497
"185","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","KI",77030,"race_other_allc2",0.6779661017
"186","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","KI",77030,"race_unknown_allc2",0
"187","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","KI",30322,"asian_allc2",0
"188","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","KI",30322,"african_american_allc2",45.714285714
"189","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","KI",30322,"hispanic_latino_allc2",14.285714286
"190","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","KI",30322,"white_allc2",40
"191","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","KI",30322,"race_other_allc2",0
"192","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","KI",30322,"race_unknown_allc2",0
"193","Children's Hospital (LACH)","LACH","TX1","KI",70118,"asian_allc2",0
"194","Children's Hospital (LACH)","LACH","TX1","KI",70118,"african_american_allc2",45.454545455
"195","Children's Hospital (LACH)","LACH","TX1","KI",70118,"hispanic_latino_allc2",0
"196","Children's Hospital (LACH)","LACH","TX1","KI",70118,"white_allc2",54.545454545
"197","Children's Hospital (LACH)","LACH","TX1","KI",70118,"race_other_allc2",0
"198","Children's Hospital (LACH)","LACH","TX1","KI",70118,"race_unknown_allc2",0
"199","Children's Hospital Colorado (COCH)","COCH","TX1","KI",80045,"asian_allc2",0
"200","Children's Hospital Colorado (COCH)","COCH","TX1","KI",80045,"african_american_allc2",10.526315789
"201","Children's Hospital Colorado (COCH)","COCH","TX1","KI",80045,"hispanic_latino_allc2",21.052631579
"202","Children's Hospital Colorado (COCH)","COCH","TX1","KI",80045,"white_allc2",68.421052632
"203","Children's Hospital Colorado (COCH)","COCH","TX1","KI",80045,"race_other_allc2",0
"204","Children's Hospital Colorado (COCH)","COCH","TX1","KI",80045,"race_unknown_allc2",0
"205","Children's Hospital Medical Center (OHCM)","OHCM","TX1","KI",45229,"asian_allc2",3.5714285714
"206","Children's Hospital Medical Center (OHCM)","OHCM","TX1","KI",45229,"african_american_allc2",7.1428571429
"207","Children's Hospital Medical Center (OHCM)","OHCM","TX1","KI",45229,"hispanic_latino_allc2",3.5714285714
"208","Children's Hospital Medical Center (OHCM)","OHCM","TX1","KI",45229,"white_allc2",85.714285714
"209","Children's Hospital Medical Center (OHCM)","OHCM","TX1","KI",45229,"race_other_allc2",0
"210","Children's Hospital Medical Center (OHCM)","OHCM","TX1","KI",45229,"race_unknown_allc2",0
"211","Children's Hospital of Michigan (MICH)","MICH","TX1","KI",48201,"asian_allc2",0
"212","Children's Hospital of Michigan (MICH)","MICH","TX1","KI",48201,"african_american_allc2",44.444444444
"213","Children's Hospital of Michigan (MICH)","MICH","TX1","KI",48201,"hispanic_latino_allc2",0
"214","Children's Hospital of Michigan (MICH)","MICH","TX1","KI",48201,"white_allc2",55.555555556
"215","Children's Hospital of Michigan (MICH)","MICH","TX1","KI",48201,"race_other_allc2",0
"216","Children's Hospital of Michigan (MICH)","MICH","TX1","KI",48201,"race_unknown_allc2",0
"217","Children's Hospital of Philadelphia (PACP)","PACP","TX1","KI",19104,"asian_allc2",8.6956521739
"218","Children's Hospital of Philadelphia (PACP)","PACP","TX1","KI",19104,"african_american_allc2",36.956521739
"219","Children's Hospital of Philadelphia (PACP)","PACP","TX1","KI",19104,"hispanic_latino_allc2",8.6956521739
"220","Children's Hospital of Philadelphia (PACP)","PACP","TX1","KI",19104,"white_allc2",45.652173913
"221","Children's Hospital of Philadelphia (PACP)","PACP","TX1","KI",19104,"race_other_allc2",0
"222","Children's Hospital of Philadelphia (PACP)","PACP","TX1","KI",19104,"race_unknown_allc2",0
"223","Children's Hospital of the King's Daughters (VACH)","VACH","TX1","KI",23507,"asian_allc2",0
"224","Children's Hospital of the King's Daughters (VACH)","VACH","TX1","KI",23507,"african_american_allc2",77.777777778
"225","Children's Hospital of the King's Daughters (VACH)","VACH","TX1","KI",23507,"hispanic_latino_allc2",0
"226","Children's Hospital of the King's Daughters (VACH)","VACH","TX1","KI",23507,"white_allc2",22.222222222
"227","Children's Hospital of the King's Daughters (VACH)","VACH","TX1","KI",23507,"race_other_allc2",0
"228","Children's Hospital of the King's Daughters (VACH)","VACH","TX1","KI",23507,"race_unknown_allc2",0
"229","Children's Hospital of Wisconsin (WICH)","WICH","TX1","KI",53226,"asian_allc2",0
"230","Children's Hospital of Wisconsin (WICH)","WICH","TX1","KI",53226,"african_american_allc2",0
"231","Children's Hospital of Wisconsin (WICH)","WICH","TX1","KI",53226,"hispanic_latino_allc2",36.363636364
"232","Children's Hospital of Wisconsin (WICH)","WICH","TX1","KI",53226,"white_allc2",54.545454545
"233","Children's Hospital of Wisconsin (WICH)","WICH","TX1","KI",53226,"race_other_allc2",9.0909090909
"234","Children's Hospital of Wisconsin (WICH)","WICH","TX1","KI",53226,"race_unknown_allc2",0
"235","Children's Medical Center of Dallas (TXCM)","TXCM","TX1","KI",75235,"asian_allc2",0
"236","Children's Medical Center of Dallas (TXCM)","TXCM","TX1","KI",75235,"african_american_allc2",32.142857143
"237","Children's Medical Center of Dallas (TXCM)","TXCM","TX1","KI",75235,"hispanic_latino_allc2",39.285714286
"238","Children's Medical Center of Dallas (TXCM)","TXCM","TX1","KI",75235,"white_allc2",28.571428571
"239","Children's Medical Center of Dallas (TXCM)","TXCM","TX1","KI",75235,"race_other_allc2",0
"240","Children's Medical Center of Dallas (TXCM)","TXCM","TX1","KI",75235,"race_unknown_allc2",0
"241","Children's Mercy Hospital (MOCM)","MOCM","TX1","KI",64108,"asian_allc2",7.5
"242","Children's Mercy Hospital (MOCM)","MOCM","TX1","KI",64108,"african_american_allc2",17.5
"243","Children's Mercy Hospital (MOCM)","MOCM","TX1","KI",64108,"hispanic_latino_allc2",12.5
"244","Children's Mercy Hospital (MOCM)","MOCM","TX1","KI",64108,"white_allc2",50
"245","Children's Mercy Hospital (MOCM)","MOCM","TX1","KI",64108,"race_other_allc2",12.5
"246","Children's Mercy Hospital (MOCM)","MOCM","TX1","KI",64108,"race_unknown_allc2",0
"247","Children's National Medical Center (DCCH)","DCCH","TX1","KI",20010,"asian_allc2",4.5454545455
"248","Children's National Medical Center (DCCH)","DCCH","TX1","KI",20010,"african_american_allc2",36.363636364
"249","Children's National Medical Center (DCCH)","DCCH","TX1","KI",20010,"hispanic_latino_allc2",18.181818182
"250","Children's National Medical Center (DCCH)","DCCH","TX1","KI",20010,"white_allc2",36.363636364
"251","Children's National Medical Center (DCCH)","DCCH","TX1","KI",20010,"race_other_allc2",4.5454545455
"252","Children's National Medical Center (DCCH)","DCCH","TX1","KI",20010,"race_unknown_allc2",0
"253","Children's of Alabama (ALCH)","ALCH","TX1","KI",35233,"asian_allc2",0
"254","Children's of Alabama (ALCH)","ALCH","TX1","KI",35233,"african_american_allc2",75
"255","Children's of Alabama (ALCH)","ALCH","TX1","KI",35233,"hispanic_latino_allc2",0
"256","Children's of Alabama (ALCH)","ALCH","TX1","KI",35233,"white_allc2",25
"257","Children's of Alabama (ALCH)","ALCH","TX1","KI",35233,"race_other_allc2",0
"258","Children's of Alabama (ALCH)","ALCH","TX1","KI",35233,"race_unknown_allc2",0
"259","Childrens Hospital Los Angeles (CACL)","CACL","TX1","KI",90027,"asian_allc2",0
"260","Childrens Hospital Los Angeles (CACL)","CACL","TX1","KI",90027,"african_american_allc2",2.9411764706
"261","Childrens Hospital Los Angeles (CACL)","CACL","TX1","KI",90027,"hispanic_latino_allc2",70.588235294
"262","Childrens Hospital Los Angeles (CACL)","CACL","TX1","KI",90027,"white_allc2",26.470588235
"263","Childrens Hospital Los Angeles (CACL)","CACL","TX1","KI",90027,"race_other_allc2",0
"264","Childrens Hospital Los Angeles (CACL)","CACL","TX1","KI",90027,"race_unknown_allc2",0
"265","Christiana Care Health Services (DECC)","DECC","TX1","KI",19713,"asian_allc2",4.0268456376
"266","Christiana Care Health Services (DECC)","DECC","TX1","KI",19713,"african_american_allc2",51.006711409
"267","Christiana Care Health Services (DECC)","DECC","TX1","KI",19713,"hispanic_latino_allc2",5.3691275168
"268","Christiana Care Health Services (DECC)","DECC","TX1","KI",19713,"white_allc2",39.597315436
"269","Christiana Care Health Services (DECC)","DECC","TX1","KI",19713,"race_other_allc2",0
