"","entire_name","ctr_cd","ctr_ty","org","zipcode","gender_category","gender_category_percent"
"35","Indiana University Health (INIM)","INIM","TX1","LU",46202,"female_allc2",66.666666667
"36","Indiana University Health (INIM)","INIM","TX1","LU",46202,"male_allc2",33.333333333
"37","Inova Fairfax Hospital (VAFH)","VAFH","TX1","LU",22042,"female_allc2",44.444444444
"38","Inova Fairfax Hospital (VAFH)","VAFH","TX1","LU",22042,"male_allc2",55.555555556
"39","Integris Baptist Medical Center (OKBC)","OKBC","TX1","LU",73112,"female_allc2",50
"40","Integris Baptist Medical Center (OKBC)","OKBC","TX1","LU",73112,"male_allc2",50
"41","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","LU",33136,"female_allc2",55.555555556
"42","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","LU",33136,"male_allc2",44.444444444
"43","Jewish Hospital (KYJH)","KYJH","TX1","LU",40202,"female_allc2",62.5
"44","Jewish Hospital (KYJH)","KYJH","TX1","LU",40202,"male_allc2",37.5
"45","Johns Hopkins Hospital (MDJH)","MDJH","TX1","LU",21287,"female_allc2",33.333333333
"46","Johns Hopkins Hospital (MDJH)","MDJH","TX1","LU",21287,"male_allc2",66.666666667
"47","Keck Hospital of USC (CAUH)","CAUH","TX1","LU",90033,"female_allc2",72.972972973
"48","Keck Hospital of USC (CAUH)","CAUH","TX1","LU",90033,"male_allc2",27.027027027
"49","Loyola University Medical Center (ILLU)","ILLU","TX1","LU",60153,"female_allc2",66.666666667
"50","Loyola University Medical Center (ILLU)","ILLU","TX1","LU",60153,"male_allc2",33.333333333
"51","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","LU",94304,"female_allc2",50
"52","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","LU",94304,"male_allc2",50
"53","Massachusetts General Hospital (MAMG)","MAMG","TX1","LU",2114,"female_allc2",77.777777778
"54","Massachusetts General Hospital (MAMG)","MAMG","TX1","LU",2114,"male_allc2",22.222222222
"55","Mayo Clinic Florida (FLSL)","FLSL","TX1","LU",32224,"female_allc2",69.230769231
"56","Mayo Clinic Florida (FLSL)","FLSL","TX1","LU",32224,"male_allc2",30.769230769
"57","Medical University of South Carolina (SCMU)","SCMU","TX1","LU",29425,"female_allc2",100
"58","Medical University of South Carolina (SCMU)","SCMU","TX1","LU",29425,"male_allc2",0
"59","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","LU",77030,"female_allc2",50
"60","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","LU",77030,"male_allc2",50
"61","Montefiore Medical Center (NYMA)","NYMA","TX1","LU",10467,"female_allc2",56.097560976
"62","Montefiore Medical Center (NYMA)","NYMA","TX1","LU",10467,"male_allc2",43.902439024
"63","Nationwide Children's Hospital (OHCH)","OHCH","TX1","LU",43205,"female_allc2",66.666666667
"64","Nationwide Children's Hospital (OHCH)","OHCH","TX1","LU",43205,"male_allc2",33.333333333
"65","New York University Medical Center (NYUC)","NYUC","TX1","LU",10016,"female_allc2",54.545454545
"66","New York University Medical Center (NYUC)","NYUC","TX1","LU",10016,"male_allc2",45.454545455
"67","Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","LU",7112,"female_allc2",54.545454545
"68","Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","LU",7112,"male_allc2",45.454545455
"69","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","LU",60611,"female_allc2",66.666666667
"70","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","LU",60611,"male_allc2",33.333333333
"71","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","LU",10032,"female_allc2",57.142857143
"72","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","LU",10032,"male_allc2",42.857142857
"73","Ochsner Foundation Hospital (LAOF)","LAOF","TX1","LU",70121,"female_allc2",85.714285714
"74","Ochsner Foundation Hospital (LAOF)","LAOF","TX1","LU",70121,"male_allc2",14.285714286
"75","Ohio State University Medical Center (OHOU)","OHOU","TX1","LU",43210,"female_allc2",83.333333333
"76","Ohio State University Medical Center (OHOU)","OHOU","TX1","LU",43210,"male_allc2",16.666666667
"77","Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","LU",55902,"female_allc2",59.375
"78","Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","LU",55902,"male_allc2",40.625
"79","Spectrum Health (MISH)","MISH","TX1","LU",NA,"female_allc2",61.904761905
"80","Spectrum Health (MISH)","MISH","TX1","LU",NA,"male_allc2",38.095238095
"81","St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","LU",85013,"female_allc2",33.333333333
"82","St. Joseph's Hospital and Medical Center (AZSJ)","AZSJ","TX1","LU",85013,"male_allc2",66.666666667
"83","St. Louis Children's Hospital (MOCH)","MOCH","TX1","LU",63110,"female_allc2",40
"84","St. Louis Children's Hospital (MOCH)","MOCH","TX1","LU",63110,"male_allc2",60
"85","Stanford Health Care (CASU)","CASU","TX1","LU",94305,"female_allc2",47.169811321
"86","Stanford Health Care (CASU)","CASU","TX1","LU",94305,"male_allc2",52.830188679
"87","Tampa General Hospital (FLTG)","FLTG","TX1","LU",33606,"female_allc2",100
"88","Tampa General Hospital (FLTG)","FLTG","TX1","LU",33606,"male_allc2",0
"89","Temple University Hospital (PATU)","PATU","TX1","LU",19140,"female_allc2",50.574712644
"90","Temple University Hospital (PATU)","PATU","TX1","LU",19140,"male_allc2",49.425287356
"91","Texas Children's Hospital (TXTC)","TXTC","TX1","LU",77030,"female_allc2",40
"92","Texas Children's Hospital (TXTC)","TXTC","TX1","LU",77030,"male_allc2",60
"93","The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","LU",44195,"female_allc2",61.111111111
"94","The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","LU",44195,"male_allc2",38.888888889
"95","The Nebraska Medical Center (NEUN)","NEUN","TX1","LU",68198,"female_allc2",100
"96","The Nebraska Medical Center (NEUN)","NEUN","TX1","LU",68198,"male_allc2",0
"97","UF Health Shands Hospital (FLUF)","FLUF","TX1","LU",32608,"female_allc2",64.285714286
"98","UF Health Shands Hospital (FLUF)","FLUF","TX1","LU",32608,"male_allc2",35.714285714
"99","University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","LU",78229,"female_allc2",87.5
"100","University Hospital, University of Texas Health Science Center (TXBC)","TXBC","TX1","LU",78229,"male_allc2",12.5
"101","University Hospitals of Cleveland (OHUH)","OHUH","TX1","LU",44106,"female_allc2",54.545454545
"102","University Hospitals of Cleveland (OHUH)","OHUH","TX1","LU",44106,"male_allc2",45.454545455
"103","University of Alabama Hospital (ALUA)","ALUA","TX1","LU",35233,"female_allc2",58.333333333
"104","University of Alabama Hospital (ALUA)","ALUA","TX1","LU",35233,"male_allc2",41.666666667
"105","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","LU",90095,"female_allc2",56.140350877
"106","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","LU",90095,"male_allc2",43.859649123
"107","University of California San Diego Medical Center (CASD)","CASD","TX1","LU",92037,"female_allc2",57.142857143
"108","University of California San Diego Medical Center (CASD)","CASD","TX1","LU",92037,"male_allc2",42.857142857
"109","University of California San Francisco Medical Center (CASF)","CASF","TX1","LU",94118,"female_allc2",59.322033898
"110","University of California San Francisco Medical Center (CASF)","CASF","TX1","LU",94118,"male_allc2",40.677966102
"111","University of Chicago Medical Center (ILUC)","ILUC","TX1","LU",60637,"female_allc2",100
"112","University of Chicago Medical Center (ILUC)","ILUC","TX1","LU",60637,"male_allc2",0
"113","University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","LU",80045,"female_allc2",58.823529412
"114","University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","LU",80045,"male_allc2",41.176470588
"115","University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","LU",52242,"female_allc2",82.352941176
"116","University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","LU",52242,"male_allc2",17.647058824
"117","University of Kentucky Medical Center (KYUK)","KYUK","TX1","LU",40536,"female_allc2",33.333333333
"118","University of Kentucky Medical Center (KYUK)","KYUK","TX1","LU",40536,"male_allc2",66.666666667
"119","University of Maryland Medical System (MDUM)","MDUM","TX1","LU",21201,"female_allc2",57.894736842
"120","University of Maryland Medical System (MDUM)","MDUM","TX1","LU",21201,"male_allc2",42.105263158
"121","University of Michigan Medical Center (MIUM)","MIUM","TX1","LU",48109,"female_allc2",60.606060606
"122","University of Michigan Medical Center (MIUM)","MIUM","TX1","LU",48109,"male_allc2",39.393939394
"123","University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","LU",55454,"female_allc2",61.538461538
"124","University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","LU",55454,"male_allc2",38.461538462
"125","University of North Carolina Hospitals (NCMH)","NCMH","TX1","LU",27514,"female_allc2",33.333333333
"126","University of North Carolina Hospitals (NCMH)","NCMH","TX1","LU",27514,"male_allc2",66.666666667
"127","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","LU",15213,"female_allc2",64.864864865
"128","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","LU",15213,"male_allc2",35.135135135
"129","University of Utah Medical Center (UTMC)","UTMC","TX1","LU",84132,"female_allc2",50
"130","University of Utah Medical Center (UTMC)","UTMC","TX1","LU",84132,"male_allc2",50
"131","University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","LU",22908,"female_allc2",44.444444444
"132","University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","LU",22908,"male_allc2",55.555555556
"133","University of Washington Medical Center (WAUW)","WAUW","TX1","LU",98195,"female_allc2",59.649122807
"134","University of Washington Medical Center (WAUW)","WAUW","TX1","LU",98195,"male_allc2",40.350877193
"135","University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","LU",53792,"female_allc2",66.666666667
"136","University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","LU",53792,"male_allc2",33.333333333
"137","UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","LU",15224,"female_allc2",33.333333333
"138","UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","LU",15224,"male_allc2",66.666666667
"139","UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","LU",75390,"female_allc2",69.565217391
"140","UT Southwestern Medical Center/ (TXSP)","TXSP","TX1","LU",75390,"male_allc2",30.434782609
"141","Vanderbilt University Medical Center (TNVU)","TNVU","TX1","LU",37232,"female_allc2",66.666666667
"142","Vanderbilt University Medical Center (TNVU)","TNVU","TX1","LU",37232,"male_allc2",33.333333333
