"","entire_name","ctr_cd","ctr_ty","org","zipcode","gender_category","gender_category_percent"
"27","Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","KI",85006,"female_allc2",38.8
"28","Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","KI",85006,"male_allc2",61.2
"29","Barnes-Jewish Hospital (MOBH)","MOBH","TX1","KI",63110,"female_allc2",38.821954485
"30","Barnes-Jewish Hospital (MOBH)","MOBH","TX1","KI",63110,"male_allc2",61.178045515
"31","Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","KI",76104,"female_allc2",38.487208009
"32","Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","KI",76104,"male_allc2",61.512791991
"33","Baylor University Medical Center (TXTX)","TXTX","TX1","KI",75246,"female_allc2",38.453914767
"34","Baylor University Medical Center (TXTX)","TXTX","TX1","KI",75246,"male_allc2",61.546085233
"35","Baystate Medical Center (MABS)","MABS","TX1","KI",1199,"female_allc2",38.150289017
"36","Baystate Medical Center (MABS)","MABS","TX1","KI",1199,"male_allc2",61.849710983
"37","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KI",2215,"female_allc2",37.5
"38","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KI",2215,"male_allc2",62.5
"39","Birmingham VA Medical Center (ALVA)","ALVA","TX1","KI",35233,"female_allc2",7.4074074074
"40","Birmingham VA Medical Center (ALVA)","ALVA","TX1","KI",35233,"male_allc2",92.592592593
"41","Boston Children's Hospital (MACH)","MACH","TX1","KI",2115,"female_allc2",23.80952381
"42","Boston Children's Hospital (MACH)","MACH","TX1","KI",2115,"male_allc2",76.19047619
"43","Boston Medical Center (MABU)","MABU","TX1","KI",2118,"female_allc2",39.285714286
"44","Boston Medical Center (MABU)","MABU","TX1","KI",2118,"male_allc2",60.714285714
"45","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KI",2115,"female_allc2",45.317220544
"46","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KI",2115,"male_allc2",54.682779456
"47","California Pacific Medical Center (CAPM)","CAPM","TX1","KI",94114,"female_allc2",37.355371901
"48","California Pacific Medical Center (CAPM)","CAPM","TX1","KI",94114,"male_allc2",62.644628099
"49","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","KI",63104,"female_allc2",25
"50","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","KI",63104,"male_allc2",75
"51","Carolinas Medical Center (NCCM)","NCCM","TX1","KI",28203,"female_allc2",35.483870968
"52","Carolinas Medical Center (NCCM)","NCCM","TX1","KI",28203,"male_allc2",64.516129032
"53","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KI",90211,"female_allc2",39.386401327
"54","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KI",90211,"male_allc2",60.613598673
"55","Centennial Medical Center (TNPV)","TNPV","TX1","KI",37203,"female_allc2",30.769230769
"56","Centennial Medical Center (TNPV)","TNPV","TX1","KI",37203,"male_allc2",69.230769231
"57","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KI",80210,"female_allc2",37.313432836
"58","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KI",80210,"male_allc2",62.686567164
"59","Charleston Area Medical Center (WVCA)","WVCA","TX1","KI",25325,"female_allc2",35.869565217
"60","Charleston Area Medical Center (WVCA)","WVCA","TX1","KI",25325,"male_allc2",64.130434783
"61","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","KI",77030,"female_allc2",37.175141243
"62","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","KI",77030,"male_allc2",62.824858757
"63","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","KI",30322,"female_allc2",54.285714286
"64","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","KI",30322,"male_allc2",45.714285714
"65","Children's Hospital (LACH)","LACH","TX1","KI",70118,"female_allc2",36.363636364
"66","Children's Hospital (LACH)","LACH","TX1","KI",70118,"male_allc2",63.636363636
"67","Children's Hospital Colorado (COCH)","COCH","TX1","KI",80045,"female_allc2",47.368421053
"68","Children's Hospital Colorado (COCH)","COCH","TX1","KI",80045,"male_allc2",52.631578947
"69","Children's Hospital Medical Center (OHCM)","OHCM","TX1","KI",45229,"female_allc2",50
"70","Children's Hospital Medical Center (OHCM)","OHCM","TX1","KI",45229,"male_allc2",50
"71","Children's Hospital of Michigan (MICH)","MICH","TX1","KI",48201,"female_allc2",33.333333333
"72","Children's Hospital of Michigan (MICH)","MICH","TX1","KI",48201,"male_allc2",66.666666667
"73","Children's Hospital of Philadelphia (PACP)","PACP","TX1","KI",19104,"female_allc2",28.260869565
"74","Children's Hospital of Philadelphia (PACP)","PACP","TX1","KI",19104,"male_allc2",71.739130435
"75","Children's Hospital of the King's Daughters (VACH)","VACH","TX1","KI",23507,"female_allc2",77.777777778
"76","Children's Hospital of the King's Daughters (VACH)","VACH","TX1","KI",23507,"male_allc2",22.222222222
"77","Children's Hospital of Wisconsin (WICH)","WICH","TX1","KI",53226,"female_allc2",27.272727273
"78","Children's Hospital of Wisconsin (WICH)","WICH","TX1","KI",53226,"male_allc2",72.727272727
"79","Children's Medical Center of Dallas (TXCM)","TXCM","TX1","KI",75235,"female_allc2",28.571428571
"80","Children's Medical Center of Dallas (TXCM)","TXCM","TX1","KI",75235,"male_allc2",71.428571429
"81","Children's Mercy Hospital (MOCM)","MOCM","TX1","KI",64108,"female_allc2",27.5
"82","Children's Mercy Hospital (MOCM)","MOCM","TX1","KI",64108,"male_allc2",72.5
"83","Children's National Medical Center (DCCH)","DCCH","TX1","KI",20010,"female_allc2",22.727272727
"84","Children's National Medical Center (DCCH)","DCCH","TX1","KI",20010,"male_allc2",77.272727273
"85","Children's of Alabama (ALCH)","ALCH","TX1","KI",35233,"female_allc2",41.666666667
"86","Children's of Alabama (ALCH)","ALCH","TX1","KI",35233,"male_allc2",58.333333333
"87","Childrens Hospital Los Angeles (CACL)","CACL","TX1","KI",90027,"female_allc2",41.176470588
"88","Childrens Hospital Los Angeles (CACL)","CACL","TX1","KI",90027,"male_allc2",58.823529412
"89","Christiana Care Health Services (DECC)","DECC","TX1","KI",19713,"female_allc2",33.55704698
"90","Christiana Care Health Services (DECC)","DECC","TX1","KI",19713,"male_allc2",66.44295302
"91","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","KI",33331,"female_allc2",37.060301508
"92","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","KI",33331,"male_allc2",62.939698492
"93","Cook Children's Medical Center (TXCF)","TXCF","TX1","KI",76104,"female_allc2",40
"94","Cook Children's Medical Center (TXCF)","TXCF","TX1","KI",76104,"male_allc2",60
"95","Crozer-Chester Medical Center (PACC)","PACC","TX1","KI",19013,"female_allc2",36.966824645
"96","Crozer-Chester Medical Center (PACC)","PACC","TX1","KI",19013,"male_allc2",63.033175355
"97","Doctor's Hospital at Renaissance (TXDR)","TXDR","TX1","KI",78539,"female_allc2",35.204081633
"98","Doctor's Hospital at Renaissance (TXDR)","TXDR","TX1","KI",78539,"male_allc2",64.795918367
"99","Driscoll Children's Hospital (TXDC)","TXDC","TX1","KI",78411,"female_allc2",83.333333333
"100","Driscoll Children's Hospital (TXDC)","TXDC","TX1","KI",78411,"male_allc2",16.666666667
"101","Duke University Hospital (NCDU)","NCDU","TX1","KI",27710,"female_allc2",37.254901961
"102","Duke University Hospital (NCDU)","NCDU","TX1","KI",27710,"male_allc2",62.745098039
"103","East Texas Medical Center (TXTY)","TXTY","TX1","KI",75701,"female_allc2",41.228070175
"104","East Texas Medical Center (TXTY)","TXTY","TX1","KI",75701,"male_allc2",58.771929825
"105","Emory University Hospital (GAEM)","GAEM","TX1","KI",30322,"female_allc2",38.784833257
"106","Emory University Hospital (GAEM)","GAEM","TX1","KI",30322,"male_allc2",61.215166743
"107","Erie County Medical Center (NYEC)","NYEC","TX1","KI",14215,"female_allc2",46.153846154
"108","Erie County Medical Center (NYEC)","NYEC","TX1","KI",14215,"male_allc2",53.846153846
"109","Erlanger Medical Center (TNEM)","TNEM","TX1","KI",37403,"female_allc2",30.769230769
"110","Erlanger Medical Center (TNEM)","TNEM","TX1","KI",37403,"male_allc2",69.230769231
"111","Florida Hospital Medical Center (FLFH)","FLFH","TX1","KI",32803,"female_allc2",40.798226164
"112","Florida Hospital Medical Center (FLFH)","FLFH","TX1","KI",32803,"male_allc2",59.201773836
"113","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","KI",53226,"female_allc2",42.398286938
"114","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","KI",53226,"male_allc2",57.601713062
"115","Geisinger Medical Center (PAGM)","PAGM","TX1","KI",17822,"female_allc2",38.839285714
"116","Geisinger Medical Center (PAGM)","PAGM","TX1","KI",17822,"male_allc2",61.160714286
"117","George Washington University Hospital (DCGW)","DCGW","TX1","KI",20037,"female_allc2",35.636363636
"118","George Washington University Hospital (DCGW)","DCGW","TX1","KI",20037,"male_allc2",64.363636364
"119","Georgetown University Medical Center (DCGU)","DCGU","TX1","KI",20007,"female_allc2",38.347457627
"120","Georgetown University Medical Center (DCGU)","DCGU","TX1","KI",20007,"male_allc2",61.652542373
"121","Hackensack University Medical Center (NJHK)","NJHK","TX1","KI",7601,"female_allc2",32.142857143
"122","Hackensack University Medical Center (NJHK)","NJHK","TX1","KI",7601,"male_allc2",67.857142857
"123","Hahnemann University Hospital (PAHM)","PAHM","TX1","KI",19102,"female_allc2",40.594059406
"124","Hahnemann University Hospital (PAHM)","PAHM","TX1","KI",19102,"male_allc2",59.405940594
"125","Halifax Medical Center (FLHM)","FLHM","TX1","KI",32114,"female_allc2",39.473684211
"126","Halifax Medical Center (FLHM)","FLHM","TX1","KI",32114,"male_allc2",60.526315789
"127","Harbor UCLA Medical Center (CALA)","CALA","TX1","KI",90509,"female_allc2",35.807860262
"128","Harbor UCLA Medical Center (CALA)","CALA","TX1","KI",90509,"male_allc2",64.192139738
"129","Harper University Hospital Detroit Medical Center (MIHH)","MIHH","TX1","KI",48201,"female_allc2",39.408866995
"130","Harper University Hospital Detroit Medical Center (MIHH)","MIHH","TX1","KI",48201,"male_allc2",60.591133005
"131","Hartford Hospital (CTHH)","CTHH","TX1","KI",6102,"female_allc2",41.428571429
"132","Hartford Hospital (CTHH)","CTHH","TX1","KI",6102,"male_allc2",58.571428571
"133","Helen DeVos Children's Hospital (MIDV)","MIDV","TX1","KI",49503,"female_allc2",57.142857143
"134","Helen DeVos Children's Hospital (MIDV)","MIDV","TX1","KI",49503,"male_allc2",42.857142857
"135","Hennepin County Medical Center (MNHC)","MNHC","TX1","KI",55415,"female_allc2",41.5625
"136","Hennepin County Medical Center (MNHC)","MNHC","TX1","KI",55415,"male_allc2",58.4375
"137","Henrico Doctors' Hospital (VAHD)","VAHD","TX1","KI",23229,"female_allc2",40.659340659
"138","Henrico Doctors' Hospital (VAHD)","VAHD","TX1","KI",23229,"male_allc2",59.340659341
"139","Henry Ford Hospital (MIHF)","MIHF","TX1","KI",48202,"female_allc2",44.341801386
"140","Henry Ford Hospital (MIHF)","MIHF","TX1","KI",48202,"male_allc2",55.658198614
"141","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","KI",19104,"female_allc2",38.715277778
"142","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","KI",19104,"male_allc2",61.284722222
"143","Houston Methodist Hospital (TXMH)","TXMH","TX1","KI",77030,"female_allc2",40.546218487
"144","Houston Methodist Hospital (TXMH)","TXMH","TX1","KI",77030,"male_allc2",59.453781513
"145","Indiana University Health (INIM)","INIM","TX1","KI",46202,"female_allc2",38.005390836
"146","Indiana University Health (INIM)","INIM","TX1","KI",46202,"male_allc2",61.994609164
"147","Inova Fairfax Hospital (VAFH)","VAFH","TX1","KI",22042,"female_allc2",35.44600939
"148","Inova Fairfax Hospital (VAFH)","VAFH","TX1","KI",22042,"male_allc2",64.55399061
"149","Integris Baptist Medical Center (OKBC)","OKBC","TX1","KI",73112,"female_allc2",43.824701195
"150","Integris Baptist Medical Center (OKBC)","OKBC","TX1","KI",73112,"male_allc2",56.175298805
"151","Intermountain Medical Center (UTLD)","UTLD","TX1","KI",84107,"female_allc2",42.471042471
"152","Intermountain Medical Center (UTLD)","UTLD","TX1","KI",84107,"male_allc2",57.528957529
"153","Iowa Methodist Medical Center (IAIM)","IAIM","TX1","KI",50309,"female_allc2",34.042553191
"154","Iowa Methodist Medical Center (IAIM)","IAIM","TX1","KI",50309,"male_allc2",65.957446809
"155","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","KI",33136,"female_allc2",36.363636364
"156","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","KI",33136,"male_allc2",63.636363636
"157","James J. Peters VA Medical Center (NYVA)","NYVA","TX1","KI",10468,"female_allc2",8.547008547
"158","James J. Peters VA Medical Center (NYVA)","NYVA","TX1","KI",10468,"male_allc2",91.452991453
"159","Jewish Hospital (KYJH)","KYJH","TX1","KI",40202,"female_allc2",34.532374101
"160","Jewish Hospital (KYJH)","KYJH","TX1","KI",40202,"male_allc2",65.467625899
"161","Johns Hopkins Hospital (MDJH)","MDJH","TX1","KI",21287,"female_allc2",38.527519657
"162","Johns Hopkins Hospital (MDJH)","MDJH","TX1","KI",21287,"male_allc2",61.472480343
"163","Keck Hospital of USC (CAUH)","CAUH","TX1","KI",90033,"female_allc2",35.307692308
"164","Keck Hospital of USC (CAUH)","CAUH","TX1","KI",90033,"male_allc2",64.692307692
"165","Lahey Clinic Medical Center (MALC)","MALC","TX1","KI",1805,"female_allc2",33.510638298
"166","Lahey Clinic Medical Center (MALC)","MALC","TX1","KI",1805,"male_allc2",66.489361702
"167","Largo Medical Center (FLLM)","FLLM","TX1","KI",33770,"female_allc2",32.075471698
"168","Largo Medical Center (FLLM)","FLLM","TX1","KI",33770,"male_allc2",67.924528302
"169","Las Palmas Medical Center (TXLP)","TXLP","TX1","KI",79902,"female_allc2",38.42364532
"170","Las Palmas Medical Center (TXLP)","TXLP","TX1","KI",79902,"male_allc2",61.57635468
"171","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","KI",38103,"female_allc2",100
"172","Le Bonheur Children's Medical Center (TNLB)","TNLB","TX1","KI",38103,"male_allc2",0
"173","Legacy Good Samaritan Hospital and Medical Center (ORGS)","ORGS","TX1","KI",97210,"female_allc2",41.818181818
"174","Legacy Good Samaritan Hospital and Medical Center (ORGS)","ORGS","TX1","KI",97210,"male_allc2",58.181818182
"175","Lehigh Valley Hospital (PALV)","PALV","TX1","KI",18105,"female_allc2",30.067567568
"176","Lehigh Valley Hospital (PALV)","PALV","TX1","KI",18105,"male_allc2",69.932432432
"177","Loma Linda University Medical Center (CALL)","CALL","TX1","KI",92354,"female_allc2",35.931700074
"178","Loma Linda University Medical Center (CALL)","CALL","TX1","KI",92354,"male_allc2",64.068299926
"179","Long Island Jewish Medical Center-Cohen Children's Medical Center (NYCC)","NYCC","TX1","KI",11040,"female_allc2",37.5
"180","Long Island Jewish Medical Center-Cohen Children's Medical Center (NYCC)","NYCC","TX1","KI",11040,"male_allc2",62.5
"181","Loyola University Medical Center (ILLU)","ILLU","TX1","KI",60153,"female_allc2",38.153846154
"182","Loyola University Medical Center (ILLU)","ILLU","TX1","KI",60153,"male_allc2",61.846153846
"183","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","KI",94304,"female_allc2",39.024390244
"184","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","KI",94304,"male_allc2",60.975609756
"185","Lutheran Hospital of Fort Wayne (INLH)","INLH","TX1","KI",46804,"female_allc2",25.757575758
"186","Lutheran Hospital of Fort Wayne (INLH)","INLH","TX1","KI",46804,"male_allc2",74.242424242
"187","Maine Medical Center (MEMC)","MEMC","TX1","KI",4102,"female_allc2",41.6
"188","Maine Medical Center (MEMC)","MEMC","TX1","KI",4102,"male_allc2",58.4
"189","Mary Hitchcock Memorial Hospital (NHDH)","NHDH","TX1","KI",3756,"female_allc2",32.098765432
"190","Mary Hitchcock Memorial Hospital (NHDH)","NHDH","TX1","KI",3756,"male_allc2",67.901234568
"191","Massachusetts General Hospital (MAMG)","MAMG","TX1","KI",2114,"female_allc2",38.788426763
"192","Massachusetts General Hospital (MAMG)","MAMG","TX1","KI",2114,"male_allc2",61.211573237
"193","Mayo Clinic Florida (FLSL)","FLSL","TX1","KI",32224,"female_allc2",37.439613527
"194","Mayo Clinic Florida (FLSL)","FLSL","TX1","KI",32224,"male_allc2",62.560386473
"195","Mayo Clinic Hospital (AZMC)","AZMC","TX1","KI",85054,"female_allc2",35.56638246
"196","Mayo Clinic Hospital (AZMC)","AZMC","TX1","KI",85054,"male_allc2",64.43361754
"197","Medical City Dallas Hospital (TXHD)","TXHD","TX1","KI",75230,"female_allc2",37.090909091
"198","Medical City Dallas Hospital (TXHD)","TXHD","TX1","KI",75230,"male_allc2",62.909090909
"199","Medical City Fort Worth (TXPL)","TXPL","TX1","KI",76104,"female_allc2",34.254143646
"200","Medical City Fort Worth (TXPL)","TXPL","TX1","KI",76104,"male_allc2",65.745856354
"201","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","KI",23219,"female_allc2",41.855670103
"202","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","KI",23219,"male_allc2",58.144329897
"203","Medical University of South Carolina (SCMU)","SCMU","TX1","KI",29425,"female_allc2",42.757242757
"204","Medical University of South Carolina (SCMU)","SCMU","TX1","KI",29425,"male_allc2",57.242757243
"205","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","KI",77030,"female_allc2",38.405797101
"206","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","KI",77030,"male_allc2",61.594202899
"207","Memorial Medical Center (ILMM)","ILMM","TX1","KI",62781,"female_allc2",37.254901961
"208","Memorial Medical Center (ILMM)","ILMM","TX1","KI",62781,"male_allc2",62.745098039
"209","Memorial Regional Hospital (FLMR)","FLMR","TX1","KI",33021,"female_allc2",29.126213592
"210","Memorial Regional Hospital (FLMR)","FLMR","TX1","KI",33021,"male_allc2",70.873786408
"211","Mercy Health Saint Marys (MISM","MISM","TX1","KI",49503,"female_allc2",42.394822006
"212","Mercy Health Saint Marys (MISM","MISM","TX1","KI",49503,"male_allc2",57.605177994
"213","Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","KI",50314,"female_allc2",41.379310345
"214","Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","KI",50314,"male_allc2",58.620689655
"215","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","KI",75203,"female_allc2",37.171717172
"216","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","KI",75203,"male_allc2",62.828282828
"217","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","KI",78229,"female_allc2",35.760728218
"218","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","KI",78229,"male_allc2",64.239271782
"219","Methodist University Hospital (TNMH)","TNMH","TX1","KI",38104,"female_allc2",38.665254237
"220","Methodist University Hospital (TNMH)","TNMH","TX1","KI",38104,"male_allc2",61.334745763
"221","Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","KI",77030,"female_allc2",6.5217391304
"222","Michael E. DeBakey VA Medical Center (TXVA)","TXVA","TX1","KI",77030,"male_allc2",93.47826087
"223","Montefiore Medical Center (NYMA)","NYMA","TX1","KI",10467,"female_allc2",37.690839695
"224","Montefiore Medical Center (NYMA)","NYMA","TX1","KI",10467,"male_allc2",62.309160305
"225","Mount Sinai Medical Center (NYMS)","NYMS","TX1","KI",10029,"female_allc2",39.232876712
"226","Mount Sinai Medical Center (NYMS)","NYMS","TX1","KI",10029,"male_allc2",60.767123288
"227","Nationwide Children's Hospital (OHCH)","OHCH","TX1","KI",43205,"female_allc2",33.333333333
"228","Nationwide Children's Hospital (OHCH)","OHCH","TX1","KI",43205,"male_allc2",66.666666667
"229","New York University Medical Center (NYUC)","NYUC","TX1","KI",10016,"female_allc2",36.776859504
"230","New York University Medical Center (NYUC)","NYUC","TX1","KI",10016,"male_allc2",63.223140496
"231","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","KI",10065,"female_allc2",39.337298216
"232","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","KI",10065,"male_allc2",60.662701784
"233","Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","KI",7112,"female_allc2",0
"234","Newark Beth Israel Medical Center (NJBI)","NJBI","TX1","KI",7112,"male_allc2",100
"235","North Austin Medical Center (TXDM)","TXDM","TX1","KI",78758,"female_allc2",43.506493506
"236","North Austin Medical Center (TXDM)","TXDM","TX1","KI",78758,"male_allc2",56.493506494
"237","North Shore University Hospital/Northwell Health (NYNS)","NYNS","TX1","KI",11030,"female_allc2",30.622009569
"238","North Shore University Hospital/Northwell Health (NYNS)","NYNS","TX1","KI",11030,"male_allc2",69.377990431
"239","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","KI",60611,"female_allc2",42.839036755
"240","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","KI",60611,"male_allc2",57.160963245
"241","Norton Children's Hospital (KYKC)","KYKC","TX1","KI",40202,"female_allc2",50
"242","Norton Children's Hospital (KYKC)","KYKC","TX1","KI",40202,"male_allc2",50
"243","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","KI",10032,"female_allc2",40.222575517
"244","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","KI",10032,"male_allc2",59.777424483
"245","Ochsner Foundation Hospital (LAOF)","LAOF","TX1","KI",70121,"female_allc2",43.810679612
"246","Ochsner Foundation Hospital (LAOF)","LAOF","TX1","KI",70121,"male_allc2",56.189320388
"247","Ohio State University Medical Center (OHOU)","OHOU","TX1","KI",43210,"female_allc2",39.160839161
"248","Ohio State University Medical Center (OHOU)","OHOU","TX1","KI",43210,"male_allc2",60.839160839
"249","Oregon Health & Science University (ORUO)","ORUO","TX1","KI",97239,"female_allc2",44.160583942
"250","Oregon Health & Science University (ORUO)","ORUO","TX1","KI",97239,"male_allc2",55.839416058
"251","OSF Saint Francis Medical Center (ILSF)","ILSF","TX1","KI",61637,"female_allc2",41.694915254
"252","OSF Saint Francis Medical Center (ILSF)","ILSF","TX1","KI",61637,"male_allc2",58.305084746
"253","OU Medical Center (OKMD)","OKMD","TX1","KI",73104,"female_allc2",48.780487805
"254","OU Medical Center (OKMD)","OKMD","TX1","KI",73104,"male_allc2",51.219512195
"255","Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","KI",8103,"female_allc2",37.583892617
"256","Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","KI",8103,"male_allc2",62.416107383
"257","Parkland Health and Hospital System (TXPM)","TXPM","TX1","KI",75235,"female_allc2",34.682080925
"258","Parkland Health and Hospital System (TXPM)","TXPM","TX1","KI",75235,"male_allc2",65.317919075
"259","Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","KI",17033,"female_allc2",40.322580645
"260","Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","KI",17033,"male_allc2",59.677419355
"261","Phoenix Children's Hospital (AZCH)","AZCH","TX1","KI",85016,"female_allc2",60
"262","Phoenix Children's Hospital (AZCH)","AZCH","TX1","KI",85016,"male_allc2",40
"263","Piedmont Hospital (GAPH)","GAPH","TX1","KI",30309,"female_allc2",38.224228743
"264","Piedmont Hospital (GAPH)","GAPH","TX1","KI",30309,"male_allc2",61.775771257
"265","Pinnacle Health System at Harrisburg Hospital (PAHH)","PAHH","TX1","KI",17101,"female_allc2",38.912133891
"266","Pinnacle Health System at Harrisburg Hospital (PAHH)","PAHH","TX1","KI",17101,"male_allc2",61.087866109
"267","Presbyterian Hospital (NMPH)","NMPH","TX1","KI",87106,"female_allc2",37.272727273
"268","Presbyterian Hospital (NMPH)","NMPH","TX1","KI",87106,"male_allc2",62.727272727
"269","Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","KI",80218,"female_allc2",39.313984169
"270","Presbyterian/St Luke's Medical Center (COSL)","COSL","TX1","KI",80218,"male_allc2",60.686015831
"271","Primary Children's Hospital (UTPC)","UTPC","TX1","KI",84113,"female_allc2",58.333333333
"272","Primary Children's Hospital (UTPC)","UTPC","TX1","KI",84113,"male_allc2",41.666666667
"273","Providence Sacred Heart Medical Center & Children's Hospital (WASH)","WASH","TX1","KI",99204,"female_allc2",39.150943396
"274","Providence Sacred Heart Medical Center & Children's Hospital (WASH)","WASH","TX1","KI",99204,"male_allc2",60.849056604
"275","Rady Children's Hospital and Health Center (CACH)","CACH","TX1","KI",92024,"female_allc2",54.545454545
"276","Rady Children's Hospital and Health Center (CACH)","CACH","TX1","KI",92024,"male_allc2",45.454545455
