"","entire_name","ctr_cd","ctr_ty","org","zipcode","age_category","age_category_percent"
"110","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","PA",19104,"age_50_64_allc2",30.769230769
"111","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","PA",19104,"age_65_69_allc2",0
"112","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","PA",19104,"age_70_allc2",0
"113","Houston Methodist Hospital (TXMH)","TXMH","TX1","PA",77030,"age_2_11_allc2",0
"114","Houston Methodist Hospital (TXMH)","TXMH","TX1","PA",77030,"age_12_17_allc2",0
"115","Houston Methodist Hospital (TXMH)","TXMH","TX1","PA",77030,"age_2_allc2",0
"116","Houston Methodist Hospital (TXMH)","TXMH","TX1","PA",77030,"age_18_34_allc2",23.529411765
"117","Houston Methodist Hospital (TXMH)","TXMH","TX1","PA",77030,"age_35_49_allc2",58.823529412
"118","Houston Methodist Hospital (TXMH)","TXMH","TX1","PA",77030,"age_50_64_allc2",17.647058824
"119","Houston Methodist Hospital (TXMH)","TXMH","TX1","PA",77030,"age_65_69_allc2",0
"120","Houston Methodist Hospital (TXMH)","TXMH","TX1","PA",77030,"age_70_allc2",0
"121","Indiana University Health (INIM)","INIM","TX1","PA",46202,"age_2_11_allc2",8.3333333333
"122","Indiana University Health (INIM)","INIM","TX1","PA",46202,"age_12_17_allc2",0
"123","Indiana University Health (INIM)","INIM","TX1","PA",46202,"age_2_allc2",0
"124","Indiana University Health (INIM)","INIM","TX1","PA",46202,"age_18_34_allc2",8.3333333333
"125","Indiana University Health (INIM)","INIM","TX1","PA",46202,"age_35_49_allc2",41.666666667
"126","Indiana University Health (INIM)","INIM","TX1","PA",46202,"age_50_64_allc2",41.666666667
"127","Indiana University Health (INIM)","INIM","TX1","PA",46202,"age_65_69_allc2",0
"128","Indiana University Health (INIM)","INIM","TX1","PA",46202,"age_70_allc2",0
"129","Inova Fairfax Hospital (VAFH)","VAFH","TX1","PA",22042,"age_2_11_allc2",0
"130","Inova Fairfax Hospital (VAFH)","VAFH","TX1","PA",22042,"age_12_17_allc2",0
"131","Inova Fairfax Hospital (VAFH)","VAFH","TX1","PA",22042,"age_2_allc2",0
"132","Inova Fairfax Hospital (VAFH)","VAFH","TX1","PA",22042,"age_18_34_allc2",100
"133","Inova Fairfax Hospital (VAFH)","VAFH","TX1","PA",22042,"age_35_49_allc2",0
"134","Inova Fairfax Hospital (VAFH)","VAFH","TX1","PA",22042,"age_50_64_allc2",0
"135","Inova Fairfax Hospital (VAFH)","VAFH","TX1","PA",22042,"age_65_69_allc2",0
"136","Inova Fairfax Hospital (VAFH)","VAFH","TX1","PA",22042,"age_70_allc2",0
"137","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","PA",33136,"age_2_11_allc2",66.666666667
"138","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","PA",33136,"age_12_17_allc2",0
"139","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","PA",33136,"age_2_allc2",0
"140","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","PA",33136,"age_18_34_allc2",0
"141","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","PA",33136,"age_35_49_allc2",33.333333333
"142","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","PA",33136,"age_50_64_allc2",0
"143","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","PA",33136,"age_65_69_allc2",0
"144","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","PA",33136,"age_70_allc2",0
"145","Jewish Hospital (KYJH)","KYJH","TX1","PA",40202,"age_2_11_allc2",0
"146","Jewish Hospital (KYJH)","KYJH","TX1","PA",40202,"age_12_17_allc2",0
"147","Jewish Hospital (KYJH)","KYJH","TX1","PA",40202,"age_2_allc2",0
"148","Jewish Hospital (KYJH)","KYJH","TX1","PA",40202,"age_18_34_allc2",0
"149","Jewish Hospital (KYJH)","KYJH","TX1","PA",40202,"age_35_49_allc2",50
"150","Jewish Hospital (KYJH)","KYJH","TX1","PA",40202,"age_50_64_allc2",50
"151","Jewish Hospital (KYJH)","KYJH","TX1","PA",40202,"age_65_69_allc2",0
"152","Jewish Hospital (KYJH)","KYJH","TX1","PA",40202,"age_70_allc2",0
"153","Johns Hopkins Hospital (MDJH)","MDJH","TX1","PA",21287,"age_2_11_allc2",0
"154","Johns Hopkins Hospital (MDJH)","MDJH","TX1","PA",21287,"age_12_17_allc2",0
"155","Johns Hopkins Hospital (MDJH)","MDJH","TX1","PA",21287,"age_2_allc2",0
"156","Johns Hopkins Hospital (MDJH)","MDJH","TX1","PA",21287,"age_18_34_allc2",50
"157","Johns Hopkins Hospital (MDJH)","MDJH","TX1","PA",21287,"age_35_49_allc2",50
"158","Johns Hopkins Hospital (MDJH)","MDJH","TX1","PA",21287,"age_50_64_allc2",0
"159","Johns Hopkins Hospital (MDJH)","MDJH","TX1","PA",21287,"age_65_69_allc2",0
"160","Johns Hopkins Hospital (MDJH)","MDJH","TX1","PA",21287,"age_70_allc2",0
"161","Lehigh Valley Hospital (PALV)","PALV","TX1","PA",18105,"age_2_11_allc2",0
"162","Lehigh Valley Hospital (PALV)","PALV","TX1","PA",18105,"age_12_17_allc2",0
"163","Lehigh Valley Hospital (PALV)","PALV","TX1","PA",18105,"age_2_allc2",0
"164","Lehigh Valley Hospital (PALV)","PALV","TX1","PA",18105,"age_18_34_allc2",20
"165","Lehigh Valley Hospital (PALV)","PALV","TX1","PA",18105,"age_35_49_allc2",80
"166","Lehigh Valley Hospital (PALV)","PALV","TX1","PA",18105,"age_50_64_allc2",0
"167","Lehigh Valley Hospital (PALV)","PALV","TX1","PA",18105,"age_65_69_allc2",0
"168","Lehigh Valley Hospital (PALV)","PALV","TX1","PA",18105,"age_70_allc2",0
"169","Loyola University Medical Center (ILLU)","ILLU","TX1","PA",60153,"age_2_11_allc2",0
"170","Loyola University Medical Center (ILLU)","ILLU","TX1","PA",60153,"age_12_17_allc2",0
"171","Loyola University Medical Center (ILLU)","ILLU","TX1","PA",60153,"age_2_allc2",0
"172","Loyola University Medical Center (ILLU)","ILLU","TX1","PA",60153,"age_18_34_allc2",100
"173","Loyola University Medical Center (ILLU)","ILLU","TX1","PA",60153,"age_35_49_allc2",0
"174","Loyola University Medical Center (ILLU)","ILLU","TX1","PA",60153,"age_50_64_allc2",0
"175","Loyola University Medical Center (ILLU)","ILLU","TX1","PA",60153,"age_65_69_allc2",0
"176","Loyola University Medical Center (ILLU)","ILLU","TX1","PA",60153,"age_70_allc2",0
"177","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","PA",94304,"age_2_11_allc2",50
"178","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","PA",94304,"age_12_17_allc2",0
"179","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","PA",94304,"age_2_allc2",50
"180","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","PA",94304,"age_18_34_allc2",0
"181","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","PA",94304,"age_35_49_allc2",0
"182","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","PA",94304,"age_50_64_allc2",0
"183","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","PA",94304,"age_65_69_allc2",0
"184","Lucile Salter Packard Children's Hospital at Stanford (CAPC)","CAPC","TX1","PA",94304,"age_70_allc2",0
"185","Massachusetts General Hospital (MAMG)","MAMG","TX1","PA",2114,"age_2_11_allc2",0
"186","Massachusetts General Hospital (MAMG)","MAMG","TX1","PA",2114,"age_12_17_allc2",0
"187","Massachusetts General Hospital (MAMG)","MAMG","TX1","PA",2114,"age_2_allc2",0
"188","Massachusetts General Hospital (MAMG)","MAMG","TX1","PA",2114,"age_18_34_allc2",58.333333333
"189","Massachusetts General Hospital (MAMG)","MAMG","TX1","PA",2114,"age_35_49_allc2",33.333333333
"190","Massachusetts General Hospital (MAMG)","MAMG","TX1","PA",2114,"age_50_64_allc2",8.3333333333
"191","Massachusetts General Hospital (MAMG)","MAMG","TX1","PA",2114,"age_65_69_allc2",0
"192","Massachusetts General Hospital (MAMG)","MAMG","TX1","PA",2114,"age_70_allc2",0
"193","Mayo Clinic Florida (FLSL)","FLSL","TX1","PA",32224,"age_2_11_allc2",0
"194","Mayo Clinic Florida (FLSL)","FLSL","TX1","PA",32224,"age_12_17_allc2",0
"195","Mayo Clinic Florida (FLSL)","FLSL","TX1","PA",32224,"age_2_allc2",0
"196","Mayo Clinic Florida (FLSL)","FLSL","TX1","PA",32224,"age_18_34_allc2",16.666666667
"197","Mayo Clinic Florida (FLSL)","FLSL","TX1","PA",32224,"age_35_49_allc2",50
"198","Mayo Clinic Florida (FLSL)","FLSL","TX1","PA",32224,"age_50_64_allc2",33.333333333
"199","Mayo Clinic Florida (FLSL)","FLSL","TX1","PA",32224,"age_65_69_allc2",0
"200","Mayo Clinic Florida (FLSL)","FLSL","TX1","PA",32224,"age_70_allc2",0
"201","Mayo Clinic Hospital (AZMC)","AZMC","TX1","PA",85054,"age_2_11_allc2",0
"202","Mayo Clinic Hospital (AZMC)","AZMC","TX1","PA",85054,"age_12_17_allc2",0
"203","Mayo Clinic Hospital (AZMC)","AZMC","TX1","PA",85054,"age_2_allc2",0
"204","Mayo Clinic Hospital (AZMC)","AZMC","TX1","PA",85054,"age_18_34_allc2",100
"205","Mayo Clinic Hospital (AZMC)","AZMC","TX1","PA",85054,"age_35_49_allc2",0
"206","Mayo Clinic Hospital (AZMC)","AZMC","TX1","PA",85054,"age_50_64_allc2",0
"207","Mayo Clinic Hospital (AZMC)","AZMC","TX1","PA",85054,"age_65_69_allc2",0
"208","Mayo Clinic Hospital (AZMC)","AZMC","TX1","PA",85054,"age_70_allc2",0
"209","Medical University of South Carolina (SCMU)","SCMU","TX1","PA",29425,"age_2_11_allc2",0
"210","Medical University of South Carolina (SCMU)","SCMU","TX1","PA",29425,"age_12_17_allc2",0
"211","Medical University of South Carolina (SCMU)","SCMU","TX1","PA",29425,"age_2_allc2",0
"212","Medical University of South Carolina (SCMU)","SCMU","TX1","PA",29425,"age_18_34_allc2",0
"213","Medical University of South Carolina (SCMU)","SCMU","TX1","PA",29425,"age_35_49_allc2",100
"214","Medical University of South Carolina (SCMU)","SCMU","TX1","PA",29425,"age_50_64_allc2",0
"215","Medical University of South Carolina (SCMU)","SCMU","TX1","PA",29425,"age_65_69_allc2",0
"216","Medical University of South Carolina (SCMU)","SCMU","TX1","PA",29425,"age_70_allc2",0
"217","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","PA",78229,"age_2_11_allc2",0
"218","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","PA",78229,"age_12_17_allc2",0
"219","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","PA",78229,"age_2_allc2",0
"220","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","PA",78229,"age_18_34_allc2",10
"221","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","PA",78229,"age_35_49_allc2",80
"222","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","PA",78229,"age_50_64_allc2",10
"223","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","PA",78229,"age_65_69_allc2",0
"224","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","PA",78229,"age_70_allc2",0
"225","Montefiore Medical Center (NYMA)","NYMA","TX1","PA",10467,"age_2_11_allc2",0
"226","Montefiore Medical Center (NYMA)","NYMA","TX1","PA",10467,"age_12_17_allc2",0
"227","Montefiore Medical Center (NYMA)","NYMA","TX1","PA",10467,"age_2_allc2",10
"228","Montefiore Medical Center (NYMA)","NYMA","TX1","PA",10467,"age_18_34_allc2",10
"229","Montefiore Medical Center (NYMA)","NYMA","TX1","PA",10467,"age_35_49_allc2",70
"230","Montefiore Medical Center (NYMA)","NYMA","TX1","PA",10467,"age_50_64_allc2",10
"231","Montefiore Medical Center (NYMA)","NYMA","TX1","PA",10467,"age_65_69_allc2",0
"232","Montefiore Medical Center (NYMA)","NYMA","TX1","PA",10467,"age_70_allc2",0
"233","Mount Sinai Medical Center (NYMS)","NYMS","TX1","PA",10029,"age_2_11_allc2",0
"234","Mount Sinai Medical Center (NYMS)","NYMS","TX1","PA",10029,"age_12_17_allc2",0
"235","Mount Sinai Medical Center (NYMS)","NYMS","TX1","PA",10029,"age_2_allc2",0
"236","Mount Sinai Medical Center (NYMS)","NYMS","TX1","PA",10029,"age_18_34_allc2",35
"237","Mount Sinai Medical Center (NYMS)","NYMS","TX1","PA",10029,"age_35_49_allc2",45
"238","Mount Sinai Medical Center (NYMS)","NYMS","TX1","PA",10029,"age_50_64_allc2",20
"239","Mount Sinai Medical Center (NYMS)","NYMS","TX1","PA",10029,"age_65_69_allc2",0
"240","Mount Sinai Medical Center (NYMS)","NYMS","TX1","PA",10029,"age_70_allc2",0
"241","New York University Medical Center (NYUC)","NYUC","TX1","PA",10016,"age_2_11_allc2",0
"242","New York University Medical Center (NYUC)","NYUC","TX1","PA",10016,"age_12_17_allc2",0
"243","New York University Medical Center (NYUC)","NYUC","TX1","PA",10016,"age_2_allc2",0
"244","New York University Medical Center (NYUC)","NYUC","TX1","PA",10016,"age_18_34_allc2",0
"245","New York University Medical Center (NYUC)","NYUC","TX1","PA",10016,"age_35_49_allc2",100
"246","New York University Medical Center (NYUC)","NYUC","TX1","PA",10016,"age_50_64_allc2",0
"247","New York University Medical Center (NYUC)","NYUC","TX1","PA",10016,"age_65_69_allc2",0
"248","New York University Medical Center (NYUC)","NYUC","TX1","PA",10016,"age_70_allc2",0
"249","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","PA",10065,"age_2_11_allc2",0
"250","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","PA",10065,"age_12_17_allc2",0
"251","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","PA",10065,"age_2_allc2",0
"252","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","PA",10065,"age_18_34_allc2",27.272727273
"253","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","PA",10065,"age_35_49_allc2",72.727272727
"254","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","PA",10065,"age_50_64_allc2",0
"255","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","PA",10065,"age_65_69_allc2",0
"256","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","PA",10065,"age_70_allc2",0
"257","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","PA",60611,"age_2_11_allc2",0
"258","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","PA",60611,"age_12_17_allc2",0
"259","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","PA",60611,"age_2_allc2",0
"260","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","PA",60611,"age_18_34_allc2",30.769230769
"261","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","PA",60611,"age_35_49_allc2",61.538461538
"262","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","PA",60611,"age_50_64_allc2",7.6923076923
"263","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","PA",60611,"age_65_69_allc2",0
"264","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","PA",60611,"age_70_allc2",0
"265","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","PA",10032,"age_2_11_allc2",2.5
"266","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","PA",10032,"age_12_17_allc2",2.5
"267","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","PA",10032,"age_2_allc2",0
"268","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","PA",10032,"age_18_34_allc2",25
"269","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","PA",10032,"age_35_49_allc2",50
"270","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","PA",10032,"age_50_64_allc2",20
"271","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","PA",10032,"age_65_69_allc2",0
"272","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","PA",10032,"age_70_allc2",0
"273","Ohio State University Medical Center (OHOU)","OHOU","TX1","PA",43210,"age_2_11_allc2",0
"274","Ohio State University Medical Center (OHOU)","OHOU","TX1","PA",43210,"age_12_17_allc2",0
