"","entire_name","ctr_cd","ctr_ty","org","zipcode","gender_category","gender_category_percent"
"35","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KP",80210,"female_allc2",50
"36","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KP",80210,"male_allc2",50
"37","Duke University Hospital (NCDU)","NCDU","TX1","KP",27710,"female_allc2",75
"38","Duke University Hospital (NCDU)","NCDU","TX1","KP",27710,"male_allc2",25
"39","Emory University Hospital (GAEM)","GAEM","TX1","KP",30322,"female_allc2",91.666666667
"40","Emory University Hospital (GAEM)","GAEM","TX1","KP",30322,"male_allc2",8.3333333333
"41","Erie County Medical Center (NYEC)","NYEC","TX1","KP",14215,"female_allc2",40
"42","Erie County Medical Center (NYEC)","NYEC","TX1","KP",14215,"male_allc2",60
"43","Florida Hospital Medical Center (FLFH)","FLFH","TX1","KP",32803,"female_allc2",40
"44","Florida Hospital Medical Center (FLFH)","FLFH","TX1","KP",32803,"male_allc2",60
"45","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","KP",53226,"female_allc2",20
"46","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","KP",53226,"male_allc2",80
"47","Georgetown University Medical Center (DCGU)","DCGU","TX1","KP",20007,"female_allc2",41.176470588
"48","Georgetown University Medical Center (DCGU)","DCGU","TX1","KP",20007,"male_allc2",58.823529412
"49","Hackensack University Medical Center (NJHK)","NJHK","TX1","KP",7601,"female_allc2",25
"50","Hackensack University Medical Center (NJHK)","NJHK","TX1","KP",7601,"male_allc2",75
"51","Henry Ford Hospital (MIHF)","MIHF","TX1","KP",48202,"female_allc2",41.666666667
"52","Henry Ford Hospital (MIHF)","MIHF","TX1","KP",48202,"male_allc2",58.333333333
"53","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","KP",19104,"female_allc2",57.142857143
"54","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","KP",19104,"male_allc2",42.857142857
"55","Houston Methodist Hospital (TXMH)","TXMH","TX1","KP",77030,"female_allc2",53.571428571
"56","Houston Methodist Hospital (TXMH)","TXMH","TX1","KP",77030,"male_allc2",46.428571429
"57","Indiana University Health (INIM)","INIM","TX1","KP",46202,"female_allc2",46.666666667
"58","Indiana University Health (INIM)","INIM","TX1","KP",46202,"male_allc2",53.333333333
"59","Inova Fairfax Hospital (VAFH)","VAFH","TX1","KP",22042,"female_allc2",66.666666667
"60","Inova Fairfax Hospital (VAFH)","VAFH","TX1","KP",22042,"male_allc2",33.333333333
"61","Integris Baptist Medical Center (OKBC)","OKBC","TX1","KP",73112,"female_allc2",66.666666667
"62","Integris Baptist Medical Center (OKBC)","OKBC","TX1","KP",73112,"male_allc2",33.333333333
"63","Intermountain Medical Center (UTLD)","UTLD","TX1","KP",84107,"female_allc2",50
"64","Intermountain Medical Center (UTLD)","UTLD","TX1","KP",84107,"male_allc2",50
"65","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","KP",33136,"female_allc2",60
"66","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","KP",33136,"male_allc2",40
"67","Jewish Hospital (KYJH)","KYJH","TX1","KP",40202,"female_allc2",35.294117647
"68","Jewish Hospital (KYJH)","KYJH","TX1","KP",40202,"male_allc2",64.705882353
"69","Johns Hopkins Hospital (MDJH)","MDJH","TX1","KP",21287,"female_allc2",50
"70","Johns Hopkins Hospital (MDJH)","MDJH","TX1","KP",21287,"male_allc2",50
"71","Keck Hospital of USC (CAUH)","CAUH","TX1","KP",90033,"female_allc2",33.333333333
"72","Keck Hospital of USC (CAUH)","CAUH","TX1","KP",90033,"male_allc2",66.666666667
"73","Lehigh Valley Hospital (PALV)","PALV","TX1","KP",18105,"female_allc2",33.333333333
"74","Lehigh Valley Hospital (PALV)","PALV","TX1","KP",18105,"male_allc2",66.666666667
"75","Loma Linda University Medical Center (CALL)","CALL","TX1","KP",92354,"female_allc2",68.75
"76","Loma Linda University Medical Center (CALL)","CALL","TX1","KP",92354,"male_allc2",31.25
"77","Loyola University Medical Center (ILLU)","ILLU","TX1","KP",60153,"female_allc2",50
"78","Loyola University Medical Center (ILLU)","ILLU","TX1","KP",60153,"male_allc2",50
"79","Massachusetts General Hospital (MAMG)","MAMG","TX1","KP",2114,"female_allc2",33.333333333
"80","Massachusetts General Hospital (MAMG)","MAMG","TX1","KP",2114,"male_allc2",66.666666667
"81","Mayo Clinic Florida (FLSL)","FLSL","TX1","KP",32224,"female_allc2",50
"82","Mayo Clinic Florida (FLSL)","FLSL","TX1","KP",32224,"male_allc2",50
"83","Mayo Clinic Hospital (AZMC)","AZMC","TX1","KP",85054,"female_allc2",38.461538462
"84","Mayo Clinic Hospital (AZMC)","AZMC","TX1","KP",85054,"male_allc2",61.538461538
"85","Medical City Dallas Hospital (TXHD)","TXHD","TX1","KP",75230,"female_allc2",33.333333333
"86","Medical City Dallas Hospital (TXHD)","TXHD","TX1","KP",75230,"male_allc2",66.666666667
"87","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","KP",23219,"female_allc2",70
"88","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","KP",23219,"male_allc2",30
"89","Medical University of South Carolina (SCMU)","SCMU","TX1","KP",29425,"female_allc2",43.58974359
"90","Medical University of South Carolina (SCMU)","SCMU","TX1","KP",29425,"male_allc2",56.41025641
"91","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","KP",77030,"female_allc2",57.142857143
"92","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","KP",77030,"male_allc2",42.857142857
"93","Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","KP",50314,"female_allc2",100
"94","Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","KP",50314,"male_allc2",0
"95","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","KP",75203,"female_allc2",33.333333333
"96","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","KP",75203,"male_allc2",66.666666667
"97","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","KP",78229,"female_allc2",64.285714286
"98","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","KP",78229,"male_allc2",35.714285714
"99","Methodist University Hospital (TNMH)","TNMH","TX1","KP",38104,"female_allc2",40.909090909
"100","Methodist University Hospital (TNMH)","TNMH","TX1","KP",38104,"male_allc2",59.090909091
"101","Montefiore Medical Center (NYMA)","NYMA","TX1","KP",10467,"female_allc2",44.827586207
"102","Montefiore Medical Center (NYMA)","NYMA","TX1","KP",10467,"male_allc2",55.172413793
"103","Mount Sinai Medical Center (NYMS)","NYMS","TX1","KP",10029,"female_allc2",36.666666667
"104","Mount Sinai Medical Center (NYMS)","NYMS","TX1","KP",10029,"male_allc2",63.333333333
"105","New York University Medical Center (NYUC)","NYUC","TX1","KP",10016,"female_allc2",28.571428571
"106","New York University Medical Center (NYUC)","NYUC","TX1","KP",10016,"male_allc2",71.428571429
"107","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","KP",10065,"female_allc2",47.368421053
"108","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","KP",10065,"male_allc2",52.631578947
"109","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","KP",60611,"female_allc2",39.393939394
"110","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","KP",60611,"male_allc2",60.606060606
"111","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","KP",10032,"female_allc2",50
"112","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","KP",10032,"male_allc2",50
"113","Ochsner Foundation Hospital (LAOF)","LAOF","TX1","KP",70121,"female_allc2",45.454545455
"114","Ochsner Foundation Hospital (LAOF)","LAOF","TX1","KP",70121,"male_allc2",54.545454545
"115","Ohio State University Medical Center (OHOU)","OHOU","TX1","KP",43210,"female_allc2",52.941176471
"116","Ohio State University Medical Center (OHOU)","OHOU","TX1","KP",43210,"male_allc2",47.058823529
"117","Oregon Health & Science University (ORUO)","ORUO","TX1","KP",97239,"female_allc2",55.555555556
"118","Oregon Health & Science University (ORUO)","ORUO","TX1","KP",97239,"male_allc2",44.444444444
"119","OSF Saint Francis Medical Center (ILSF)","ILSF","TX1","KP",61637,"female_allc2",50
"120","OSF Saint Francis Medical Center (ILSF)","ILSF","TX1","KP",61637,"male_allc2",50
"121","OU Medical Center (OKMD)","OKMD","TX1","KP",73104,"female_allc2",44.444444444
"122","OU Medical Center (OKMD)","OKMD","TX1","KP",73104,"male_allc2",55.555555556
"123","Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","KP",8103,"female_allc2",50
"124","Our Lady of Lourdes Medical Center (NJLL)","NJLL","TX1","KP",8103,"male_allc2",50
"125","Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","KP",17033,"female_allc2",100
"126","Penn State Milton S Hershey Medical Center (PAHE)","PAHE","TX1","KP",17033,"male_allc2",0
"127","Piedmont Hospital (GAPH)","GAPH","TX1","KP",30309,"female_allc2",73.333333333
"128","Piedmont Hospital (GAPH)","GAPH","TX1","KP",30309,"male_allc2",26.666666667
"129","Presbyterian Hospital (NMPH)","NMPH","TX1","KP",87106,"female_allc2",0
"130","Presbyterian Hospital (NMPH)","NMPH","TX1","KP",87106,"male_allc2",100
"131","Providence Sacred Heart Medical Center & Children's Hospital (WASH)","WASH","TX1","KP",99204,"female_allc2",33.333333333
"132","Providence Sacred Heart Medical Center & Children's Hospital (WASH)","WASH","TX1","KP",99204,"male_allc2",66.666666667
"133","Research Medical Center (MORH)","MORH","TX1","KP",64132,"female_allc2",60
"134","Research Medical Center (MORH)","MORH","TX1","KP",64132,"male_allc2",40
"135","Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","KP",55902,"female_allc2",43.396226415
"136","Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","KP",55902,"male_allc2",56.603773585
"137","Rush University Medical Center (ILPL)","ILPL","TX1","KP",60612,"female_allc2",28.571428571
"138","Rush University Medical Center (ILPL)","ILPL","TX1","KP",60612,"male_allc2",71.428571429
"139","Saint Barnabas Medical Center (NJSB)","NJSB","TX1","KP",7039,"female_allc2",71.428571429
"140","Saint Barnabas Medical Center (NJSB)","NJSB","TX1","KP",7039,"male_allc2",28.571428571
"141","Scott and White Memorial Hospital (TXSW)","TXSW","TX1","KP",76508,"female_allc2",50
"142","Scott and White Memorial Hospital (TXSW)","TXSW","TX1","KP",76508,"male_allc2",50
"143","Scripps Green Hospital (CAGH)","CAGH","TX1","KP",92037,"female_allc2",72.727272727
"144","Scripps Green Hospital (CAGH)","CAGH","TX1","KP",92037,"male_allc2",27.272727273
"145","Sentara Norfolk General Hospital (VANG)","VANG","TX1","KP",23507,"female_allc2",62.5
"146","Sentara Norfolk General Hospital (VANG)","VANG","TX1","KP",23507,"male_allc2",37.5
"147","Sharp Memorial Hospital (CASH)","CASH","TX1","KP",92123,"female_allc2",27.777777778
"148","Sharp Memorial Hospital (CASH)","CASH","TX1","KP",92123,"male_allc2",72.222222222
"149","SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","KP",63104,"female_allc2",100
"150","SSM Health Saint Louis University Hospital (MOSL)","MOSL","TX1","KP",63104,"male_allc2",0
"151","St Vincent Hospital and Health Care Center (INSV)","INSV","TX1","KP",46260,"female_allc2",NA
"152","St Vincent Hospital and Health Care Center (INSV)","INSV","TX1","KP",46260,"male_allc2",NA
"153","St. Vincent Medical Center (CASV)","CASV","TX1","KP",90057,"female_allc2",45.454545455
"154","St. Vincent Medical Center (CASV)","CASV","TX1","KP",90057,"male_allc2",54.545454545
"155","Stanford Health Care (CASU)","CASU","TX1","KP",94305,"female_allc2",40
"156","Stanford Health Care (CASU)","CASU","TX1","KP",94305,"male_allc2",60
"157","State University of New York Upstate Medical University (NYUM)","NYUM","TX1","KP",13210,"female_allc2",47.619047619
"158","State University of New York Upstate Medical University (NYUM)","NYUM","TX1","KP",13210,"male_allc2",52.380952381
"159","State University of New York, Downstate Medical Center (NYDS)","NYDS","TX1","KP",11203,"female_allc2",100
"160","State University of New York, Downstate Medical Center (NYDS)","NYDS","TX1","KP",11203,"male_allc2",0
"161","Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","KP",14642,"female_allc2",41.666666667
"162","Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","KP",14642,"male_allc2",58.333333333
"163","Swedish Medical Center (WASM)","WASM","TX1","KP",98122,"female_allc2",47.058823529
"164","Swedish Medical Center (WASM)","WASM","TX1","KP",98122,"male_allc2",52.941176471
"165","Tampa General Hospital (FLTG)","FLTG","TX1","KP",33606,"female_allc2",46.666666667
"166","Tampa General Hospital (FLTG)","FLTG","TX1","KP",33606,"male_allc2",53.333333333
"167","Temple University Hospital (PATU)","PATU","TX1","KP",19140,"female_allc2",38.095238095
"168","Temple University Hospital (PATU)","PATU","TX1","KP",19140,"male_allc2",61.904761905
"169","The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","KP",44195,"female_allc2",63.636363636
"170","The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","KP",44195,"male_allc2",36.363636364
"171","The Nebraska Medical Center (NEUN)","NEUN","TX1","KP",68198,"female_allc2",0
"172","The Nebraska Medical Center (NEUN)","NEUN","TX1","KP",68198,"male_allc2",100
"173","The Queen's Medical Center (HIQM)","HIQM","TX1","KP",96813,"female_allc2",NA
"174","The Queen's Medical Center (HIQM)","HIQM","TX1","KP",96813,"male_allc2",NA
"175","Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","KP",19107,"female_allc2",50
"176","Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","KP",19107,"male_allc2",50
"177","Tulane Medical Center (LATU)","LATU","TX1","KP",70112,"female_allc2",72.727272727
"178","Tulane Medical Center (LATU)","LATU","TX1","KP",70112,"male_allc2",27.272727273
"179","UF Health Shands Hospital (FLUF)","FLUF","TX1","KP",32608,"female_allc2",30
"180","UF Health Shands Hospital (FLUF)","FLUF","TX1","KP",32608,"male_allc2",70
"181","UMass Memorial Medical Center (MAUM)","MAUM","TX1","KP",1655,"female_allc2",25
"182","UMass Memorial Medical Center (MAUM)","MAUM","TX1","KP",1655,"male_allc2",75
"183","University Hospitals of Cleveland (OHUH)","OHUH","TX1","KP",44106,"female_allc2",33.333333333
"184","University Hospitals of Cleveland (OHUH)","OHUH","TX1","KP",44106,"male_allc2",66.666666667
"185","University of Alabama Hospital (ALUA)","ALUA","TX1","KP",35233,"female_allc2",50
"186","University of Alabama Hospital (ALUA)","ALUA","TX1","KP",35233,"male_allc2",50
"187","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","KP",90095,"female_allc2",36.363636364
"188","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","KP",90095,"male_allc2",63.636363636
"189","University of California Davis Medical Center (CASM)","CASM","TX1","KP",95817,"female_allc2",0
"190","University of California Davis Medical Center (CASM)","CASM","TX1","KP",95817,"male_allc2",100
"191","University of California Irvine Medical Center (CAIM)","CAIM","TX1","KP",92868,"female_allc2",44.444444444
"192","University of California Irvine Medical Center (CAIM)","CAIM","TX1","KP",92868,"male_allc2",55.555555556
"193","University of California San Diego Medical Center (CASD)","CASD","TX1","KP",92037,"female_allc2",0
"194","University of California San Diego Medical Center (CASD)","CASD","TX1","KP",92037,"male_allc2",100
"195","University of California San Francisco Medical Center (CASF)","CASF","TX1","KP",94118,"female_allc2",40.449438202
"196","University of California San Francisco Medical Center (CASF)","CASF","TX1","KP",94118,"male_allc2",59.550561798
"197","University of Chicago Medical Center (ILUC)","ILUC","TX1","KP",60637,"female_allc2",33.333333333
"198","University of Chicago Medical Center (ILUC)","ILUC","TX1","KP",60637,"male_allc2",66.666666667
"199","University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","KP",45229,"female_allc2",37.5
"200","University of Cincinnati  Medical Center (OHUC)","OHUC","TX1","KP",45229,"male_allc2",62.5
"201","University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","KP",80045,"female_allc2",35.294117647
"202","University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","KP",80045,"male_allc2",64.705882353
"203","University of Illinois Medical Center (ILUI)","ILUI","TX1","KP",60612,"female_allc2",55.555555556
"204","University of Illinois Medical Center (ILUI)","ILUI","TX1","KP",60612,"male_allc2",44.444444444
"205","University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","KP",52242,"female_allc2",66.666666667
"206","University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","KP",52242,"male_allc2",33.333333333
"207","University of Kansas Hospital (KSUK)","KSUK","TX1","KP",66103,"female_allc2",100
"208","University of Kansas Hospital (KSUK)","KSUK","TX1","KP",66103,"male_allc2",0
"209","University of Kentucky Medical Center (KYUK)","KYUK","TX1","KP",40536,"female_allc2",33.333333333
"210","University of Kentucky Medical Center (KYUK)","KYUK","TX1","KP",40536,"male_allc2",66.666666667
"211","University of Maryland Medical System (MDUM)","MDUM","TX1","KP",21201,"female_allc2",42.857142857
"212","University of Maryland Medical System (MDUM)","MDUM","TX1","KP",21201,"male_allc2",57.142857143
"213","University of Michigan Medical Center (MIUM)","MIUM","TX1","KP",48109,"female_allc2",41.176470588
"214","University of Michigan Medical Center (MIUM)","MIUM","TX1","KP",48109,"male_allc2",58.823529412
"215","University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","KP",55454,"female_allc2",41.176470588
"216","University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","KP",55454,"male_allc2",58.823529412
"217","University of Mississippi Medical Center (MSUM)","MSUM","TX1","KP",39216,"female_allc2",50
"218","University of Mississippi Medical Center (MSUM)","MSUM","TX1","KP",39216,"male_allc2",50
"219","University of North Carolina Hospitals (NCMH)","NCMH","TX1","KP",27514,"female_allc2",42.857142857
"220","University of North Carolina Hospitals (NCMH)","NCMH","TX1","KP",27514,"male_allc2",57.142857143
"221","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","KP",15213,"female_allc2",52.631578947
"222","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","KP",15213,"male_allc2",47.368421053
"223","University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","KP",77555,"female_allc2",64.705882353
"224","University of Texas Medical Branch at Galveston (TXJS)","TXJS","TX1","KP",77555,"male_allc2",35.294117647
"225","University of Utah Medical Center (UTMC)","UTMC","TX1","KP",84132,"female_allc2",58.333333333
"226","University of Utah Medical Center (UTMC)","UTMC","TX1","KP",84132,"male_allc2",41.666666667
"227","University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","KP",22908,"female_allc2",50
"228","University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","KP",22908,"male_allc2",50
"229","University of Washington Medical Center (WAUW)","WAUW","TX1","KP",98195,"female_allc2",29.411764706
"230","University of Washington Medical Center (WAUW)","WAUW","TX1","KP",98195,"male_allc2",70.588235294
"231","University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","KP",53792,"female_allc2",47.826086957
"232","University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","KP",53792,"male_allc2",52.173913043
"233","Vanderbilt University Medical Center (TNVU)","TNVU","TX1","KP",37232,"female_allc2",66.666666667
"234","Vanderbilt University Medical Center (TNVU)","TNVU","TX1","KP",37232,"male_allc2",33.333333333
"235","Vidant Medical Center (NCEC)","NCEC","TX1","KP",27834,"female_allc2",35.714285714
"236","Vidant Medical Center (NCEC)","NCEC","TX1","KP",27834,"male_allc2",64.285714286
"237","Virginia Mason Medical Center (WAVM)","WAVM","TX1","KP",98111,"female_allc2",68.75
"238","Virginia Mason Medical Center (WAVM)","WAVM","TX1","KP",98111,"male_allc2",31.25
"239","Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","KP",27157,"female_allc2",59.375
"240","Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","KP",27157,"male_allc2",40.625
"241","Willis-Knighton Medical Center (LAWK)","LAWK","TX1","KP",71103,"female_allc2",59.090909091
"242","Willis-Knighton Medical Center (LAWK)","LAWK","TX1","KP",71103,"male_allc2",40.909090909
