"","entire_name","ctr_cd","ctr_ty","org","zipcode","age_category","age_category_percent"
"93","The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","IN",44195,"age_35_49_allc2",20
"94","The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","IN",44195,"age_50_64_allc2",6.6666666667
"95","The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","IN",44195,"age_65_69_allc2",0
"96","The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","IN",44195,"age_70_allc2",0
"97","The Nebraska Medical Center (NEUN)","NEUN","TX1","IN",68198,"age_2_11_allc2",46.666666667
"98","The Nebraska Medical Center (NEUN)","NEUN","TX1","IN",68198,"age_12_17_allc2",6.6666666667
"99","The Nebraska Medical Center (NEUN)","NEUN","TX1","IN",68198,"age_2_allc2",6.6666666667
"100","The Nebraska Medical Center (NEUN)","NEUN","TX1","IN",68198,"age_18_34_allc2",13.333333333
"101","The Nebraska Medical Center (NEUN)","NEUN","TX1","IN",68198,"age_35_49_allc2",6.6666666667
"102","The Nebraska Medical Center (NEUN)","NEUN","TX1","IN",68198,"age_50_64_allc2",13.333333333
"103","The Nebraska Medical Center (NEUN)","NEUN","TX1","IN",68198,"age_65_69_allc2",6.6666666667
"104","The Nebraska Medical Center (NEUN)","NEUN","TX1","IN",68198,"age_70_allc2",0
"105","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","IN",90095,"age_2_11_allc2",22.222222222
"106","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","IN",90095,"age_12_17_allc2",3.7037037037
"107","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","IN",90095,"age_2_allc2",14.814814815
"108","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","IN",90095,"age_18_34_allc2",25.925925926
"109","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","IN",90095,"age_35_49_allc2",22.222222222
"110","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","IN",90095,"age_50_64_allc2",11.111111111
"111","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","IN",90095,"age_65_69_allc2",0
"112","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","IN",90095,"age_70_allc2",0
"113","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","IN",15213,"age_2_11_allc2",0
"114","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","IN",15213,"age_12_17_allc2",0
"115","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","IN",15213,"age_2_allc2",0
"116","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","IN",15213,"age_18_34_allc2",25
"117","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","IN",15213,"age_35_49_allc2",25
"118","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","IN",15213,"age_50_64_allc2",50
"119","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","IN",15213,"age_65_69_allc2",0
"120","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","IN",15213,"age_70_allc2",0
"121","University of Washington Medical Center (WAUW)","WAUW","TX1","IN",98195,"age_2_11_allc2",0
"122","University of Washington Medical Center (WAUW)","WAUW","TX1","IN",98195,"age_12_17_allc2",0
"123","University of Washington Medical Center (WAUW)","WAUW","TX1","IN",98195,"age_2_allc2",0
"124","University of Washington Medical Center (WAUW)","WAUW","TX1","IN",98195,"age_18_34_allc2",0
"125","University of Washington Medical Center (WAUW)","WAUW","TX1","IN",98195,"age_35_49_allc2",66.666666667
"126","University of Washington Medical Center (WAUW)","WAUW","TX1","IN",98195,"age_50_64_allc2",33.333333333
"127","University of Washington Medical Center (WAUW)","WAUW","TX1","IN",98195,"age_65_69_allc2",0
"128","University of Washington Medical Center (WAUW)","WAUW","TX1","IN",98195,"age_70_allc2",0
"129","UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","IN",15224,"age_2_11_allc2",35.555555556
"130","UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","IN",15224,"age_12_17_allc2",4.4444444444
"131","UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","IN",15224,"age_2_allc2",56.666666667
"132","UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","IN",15224,"age_18_34_allc2",3.3333333333
"133","UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","IN",15224,"age_35_49_allc2",0
"134","UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","IN",15224,"age_50_64_allc2",0
"135","UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","IN",15224,"age_65_69_allc2",0
"136","UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","IN",15224,"age_70_allc2",0
