"","entire_name","ctr_cd","ctr_ty","org","zipcode","blood_type_category","blood_type_category_percent"
"67","Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","KI",85006,"blood_type_a_allc2",25.4
"68","Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","KI",85006,"blood_type_b_allc2",11.8
"69","Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","KI",85006,"blood_type_o_allc2",61.6
"70","Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","KI",85006,"blood_type_unknown_allc2",0
"71","Barnes-Jewish Hospital (MOBH)","MOBH","TX1","KI",63110,"blood_type_ab_allc2",1.2048192771
"72","Barnes-Jewish Hospital (MOBH)","MOBH","TX1","KI",63110,"blood_type_a_allc2",29.585006693
"73","Barnes-Jewish Hospital (MOBH)","MOBH","TX1","KI",63110,"blood_type_b_allc2",14.725568942
"74","Barnes-Jewish Hospital (MOBH)","MOBH","TX1","KI",63110,"blood_type_o_allc2",54.484605087
"75","Barnes-Jewish Hospital (MOBH)","MOBH","TX1","KI",63110,"blood_type_unknown_allc2",0
"76","Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","KI",76104,"blood_type_ab_allc2",2.447163515
"77","Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","KI",76104,"blood_type_a_allc2",23.248053393
"78","Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","KI",76104,"blood_type_b_allc2",17.0189099
"79","Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","KI",76104,"blood_type_o_allc2",57.285873192
"80","Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","KI",76104,"blood_type_unknown_allc2",0
"81","Baylor University Medical Center (TXTX)","TXTX","TX1","KI",75246,"blood_type_ab_allc2",2.4777006938
"82","Baylor University Medical Center (TXTX)","TXTX","TX1","KI",75246,"blood_type_a_allc2",24.182358771
"83","Baylor University Medical Center (TXTX)","TXTX","TX1","KI",75246,"blood_type_b_allc2",16.947472745
"84","Baylor University Medical Center (TXTX)","TXTX","TX1","KI",75246,"blood_type_o_allc2",56.39246779
"85","Baylor University Medical Center (TXTX)","TXTX","TX1","KI",75246,"blood_type_unknown_allc2",0
"86","Baystate Medical Center (MABS)","MABS","TX1","KI",1199,"blood_type_ab_allc2",4.6242774566
"87","Baystate Medical Center (MABS)","MABS","TX1","KI",1199,"blood_type_a_allc2",30.057803468
"88","Baystate Medical Center (MABS)","MABS","TX1","KI",1199,"blood_type_b_allc2",12.716763006
"89","Baystate Medical Center (MABS)","MABS","TX1","KI",1199,"blood_type_o_allc2",52.601156069
"90","Baystate Medical Center (MABS)","MABS","TX1","KI",1199,"blood_type_unknown_allc2",0
"91","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KI",2215,"blood_type_ab_allc2",4.0760869565
"92","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KI",2215,"blood_type_a_allc2",29.619565217
"93","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KI",2215,"blood_type_b_allc2",16.847826087
"94","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KI",2215,"blood_type_o_allc2",49.456521739
"95","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KI",2215,"blood_type_unknown_allc2",0
"96","Birmingham VA Medical Center (ALVA)","ALVA","TX1","KI",35233,"blood_type_ab_allc2",2.4691358025
"97","Birmingham VA Medical Center (ALVA)","ALVA","TX1","KI",35233,"blood_type_a_allc2",20.987654321
"98","Birmingham VA Medical Center (ALVA)","ALVA","TX1","KI",35233,"blood_type_b_allc2",20.987654321
"99","Birmingham VA Medical Center (ALVA)","ALVA","TX1","KI",35233,"blood_type_o_allc2",55.555555556
"100","Birmingham VA Medical Center (ALVA)","ALVA","TX1","KI",35233,"blood_type_unknown_allc2",0
"101","Boston Children's Hospital (MACH)","MACH","TX1","KI",2115,"blood_type_ab_allc2",4.7619047619
"102","Boston Children's Hospital (MACH)","MACH","TX1","KI",2115,"blood_type_a_allc2",19.047619048
"103","Boston Children's Hospital (MACH)","MACH","TX1","KI",2115,"blood_type_b_allc2",23.80952381
"104","Boston Children's Hospital (MACH)","MACH","TX1","KI",2115,"blood_type_o_allc2",52.380952381
"105","Boston Children's Hospital (MACH)","MACH","TX1","KI",2115,"blood_type_unknown_allc2",0
"106","Boston Medical Center (MABU)","MABU","TX1","KI",2118,"blood_type_ab_allc2",2.5
"107","Boston Medical Center (MABU)","MABU","TX1","KI",2118,"blood_type_a_allc2",24.285714286
"108","Boston Medical Center (MABU)","MABU","TX1","KI",2118,"blood_type_b_allc2",17.857142857
"109","Boston Medical Center (MABU)","MABU","TX1","KI",2118,"blood_type_o_allc2",55.357142857
"110","Boston Medical Center (MABU)","MABU","TX1","KI",2118,"blood_type_unknown_allc2",0
"111","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KI",2115,"blood_type_ab_allc2",4.2296072508
"112","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KI",2115,"blood_type_a_allc2",25.981873112
"113","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KI",2115,"blood_type_b_allc2",15.709969789
"114","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KI",2115,"blood_type_o_allc2",54.078549849
"115","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KI",2115,"blood_type_unknown_allc2",0
"116","California Pacific Medical Center (CAPM)","CAPM","TX1","KI",94114,"blood_type_ab_allc2",2.8650137741
"117","California Pacific Medical Center (CAPM)","CAPM","TX1","KI",94114,"blood_type_a_allc2",26.611570248
"118","California Pacific Medical Center (CAPM)","CAPM","TX1","KI",94114,"blood_type_b_allc2",15.812672176
"119","California Pacific Medical Center (CAPM)","CAPM","TX1","KI",94114,"blood_type_o_allc2",54.710743802
"120","California Pacific Medical Center (CAPM)","CAPM","TX1","KI",94114,"blood_type_unknown_allc2",0
"121","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","KI",63104,"blood_type_ab_allc2",0
"122","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","KI",63104,"blood_type_a_allc2",50
"123","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","KI",63104,"blood_type_b_allc2",25
"124","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","KI",63104,"blood_type_o_allc2",25
"125","Cardinal Glennon Children's Hospital (MOCG)","MOCG","TX1","KI",63104,"blood_type_unknown_allc2",0
"126","Carolinas Medical Center (NCCM)","NCCM","TX1","KI",28203,"blood_type_ab_allc2",2.8462998102
"127","Carolinas Medical Center (NCCM)","NCCM","TX1","KI",28203,"blood_type_a_allc2",23.908918406
"128","Carolinas Medical Center (NCCM)","NCCM","TX1","KI",28203,"blood_type_b_allc2",18.785578748
"129","Carolinas Medical Center (NCCM)","NCCM","TX1","KI",28203,"blood_type_o_allc2",54.459203036
"130","Carolinas Medical Center (NCCM)","NCCM","TX1","KI",28203,"blood_type_unknown_allc2",0
"131","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KI",90211,"blood_type_ab_allc2",2.736318408
"132","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KI",90211,"blood_type_a_allc2",28.275290216
"133","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KI",90211,"blood_type_b_allc2",11.940298507
"134","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KI",90211,"blood_type_o_allc2",57.048092869
"135","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KI",90211,"blood_type_unknown_allc2",0
"136","Centennial Medical Center (TNPV)","TNPV","TX1","KI",37203,"blood_type_ab_allc2",7.6923076923
"137","Centennial Medical Center (TNPV)","TNPV","TX1","KI",37203,"blood_type_a_allc2",12.820512821
"138","Centennial Medical Center (TNPV)","TNPV","TX1","KI",37203,"blood_type_b_allc2",17.948717949
"139","Centennial Medical Center (TNPV)","TNPV","TX1","KI",37203,"blood_type_o_allc2",61.538461538
"140","Centennial Medical Center (TNPV)","TNPV","TX1","KI",37203,"blood_type_unknown_allc2",0
"141","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KI",80210,"blood_type_ab_allc2",0
"142","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KI",80210,"blood_type_a_allc2",44.776119403
"143","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KI",80210,"blood_type_b_allc2",7.4626865672
"144","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KI",80210,"blood_type_o_allc2",47.76119403
"145","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KI",80210,"blood_type_unknown_allc2",0
"146","Charleston Area Medical Center (WVCA)","WVCA","TX1","KI",25325,"blood_type_ab_allc2",1.0869565217
"147","Charleston Area Medical Center (WVCA)","WVCA","TX1","KI",25325,"blood_type_a_allc2",46.739130435
"148","Charleston Area Medical Center (WVCA)","WVCA","TX1","KI",25325,"blood_type_b_allc2",8.6956521739
"149","Charleston Area Medical Center (WVCA)","WVCA","TX1","KI",25325,"blood_type_o_allc2",43.47826087
"150","Charleston Area Medical Center (WVCA)","WVCA","TX1","KI",25325,"blood_type_unknown_allc2",0
"151","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","KI",77030,"blood_type_ab_allc2",1.8079096045
"152","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","KI",77030,"blood_type_a_allc2",23.728813559
"153","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","KI",77030,"blood_type_b_allc2",17.175141243
"154","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","KI",77030,"blood_type_o_allc2",57.288135593
"155","CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI)","TXHI","TX1","KI",77030,"blood_type_unknown_allc2",0
"156","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","KI",30322,"blood_type_ab_allc2",0
"157","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","KI",30322,"blood_type_a_allc2",31.428571429
"158","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","KI",30322,"blood_type_b_allc2",8.5714285714
"159","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","KI",30322,"blood_type_o_allc2",60
"160","Children's Healthcare of Atlanta at Egleston (GAEH)","GAEH","TX1","KI",30322,"blood_type_unknown_allc2",0
"161","Children's Hospital (LACH)","LACH","TX1","KI",70118,"blood_type_ab_allc2",0
"162","Children's Hospital (LACH)","LACH","TX1","KI",70118,"blood_type_a_allc2",9.0909090909
"163","Children's Hospital (LACH)","LACH","TX1","KI",70118,"blood_type_b_allc2",27.272727273
"164","Children's Hospital (LACH)","LACH","TX1","KI",70118,"blood_type_o_allc2",63.636363636
"165","Children's Hospital (LACH)","LACH","TX1","KI",70118,"blood_type_unknown_allc2",0
"166","Children's Hospital Colorado (COCH)","COCH","TX1","KI",80045,"blood_type_ab_allc2",5.2631578947
"167","Children's Hospital Colorado (COCH)","COCH","TX1","KI",80045,"blood_type_a_allc2",36.842105263
"168","Children's Hospital Colorado (COCH)","COCH","TX1","KI",80045,"blood_type_b_allc2",0
"169","Children's Hospital Colorado (COCH)","COCH","TX1","KI",80045,"blood_type_o_allc2",57.894736842
"170","Children's Hospital Colorado (COCH)","COCH","TX1","KI",80045,"blood_type_unknown_allc2",0
"171","Children's Hospital Medical Center (OHCM)","OHCM","TX1","KI",45229,"blood_type_ab_allc2",3.5714285714
"172","Children's Hospital Medical Center (OHCM)","OHCM","TX1","KI",45229,"blood_type_a_allc2",21.428571429
"173","Children's Hospital Medical Center (OHCM)","OHCM","TX1","KI",45229,"blood_type_b_allc2",14.285714286
"174","Children's Hospital Medical Center (OHCM)","OHCM","TX1","KI",45229,"blood_type_o_allc2",60.714285714
"175","Children's Hospital Medical Center (OHCM)","OHCM","TX1","KI",45229,"blood_type_unknown_allc2",0
"176","Children's Hospital of Michigan (MICH)","MICH","TX1","KI",48201,"blood_type_ab_allc2",22.222222222
"177","Children's Hospital of Michigan (MICH)","MICH","TX1","KI",48201,"blood_type_a_allc2",22.222222222
"178","Children's Hospital of Michigan (MICH)","MICH","TX1","KI",48201,"blood_type_b_allc2",22.222222222
"179","Children's Hospital of Michigan (MICH)","MICH","TX1","KI",48201,"blood_type_o_allc2",33.333333333
"180","Children's Hospital of Michigan (MICH)","MICH","TX1","KI",48201,"blood_type_unknown_allc2",0
"181","Children's Hospital of Philadelphia (PACP)","PACP","TX1","KI",19104,"blood_type_ab_allc2",0
"182","Children's Hospital of Philadelphia (PACP)","PACP","TX1","KI",19104,"blood_type_a_allc2",32.608695652
"183","Children's Hospital of Philadelphia (PACP)","PACP","TX1","KI",19104,"blood_type_b_allc2",26.086956522
"184","Children's Hospital of Philadelphia (PACP)","PACP","TX1","KI",19104,"blood_type_o_allc2",41.304347826
"185","Children's Hospital of Philadelphia (PACP)","PACP","TX1","KI",19104,"blood_type_unknown_allc2",0
"186","Children's Hospital of the King's Daughters (VACH)","VACH","TX1","KI",23507,"blood_type_ab_allc2",11.111111111
"187","Children's Hospital of the King's Daughters (VACH)","VACH","TX1","KI",23507,"blood_type_a_allc2",22.222222222
"188","Children's Hospital of the King's Daughters (VACH)","VACH","TX1","KI",23507,"blood_type_b_allc2",22.222222222
"189","Children's Hospital of the King's Daughters (VACH)","VACH","TX1","KI",23507,"blood_type_o_allc2",44.444444444
"190","Children's Hospital of the King's Daughters (VACH)","VACH","TX1","KI",23507,"blood_type_unknown_allc2",0
"191","Children's Hospital of Wisconsin (WICH)","WICH","TX1","KI",53226,"blood_type_ab_allc2",0
"192","Children's Hospital of Wisconsin (WICH)","WICH","TX1","KI",53226,"blood_type_a_allc2",54.545454545
"193","Children's Hospital of Wisconsin (WICH)","WICH","TX1","KI",53226,"blood_type_b_allc2",9.0909090909
"194","Children's Hospital of Wisconsin (WICH)","WICH","TX1","KI",53226,"blood_type_o_allc2",36.363636364
"195","Children's Hospital of Wisconsin (WICH)","WICH","TX1","KI",53226,"blood_type_unknown_allc2",0
"196","Children's Medical Center of Dallas (TXCM)","TXCM","TX1","KI",75235,"blood_type_ab_allc2",0
"197","Children's Medical Center of Dallas (TXCM)","TXCM","TX1","KI",75235,"blood_type_a_allc2",35.714285714
"198","Children's Medical Center of Dallas (TXCM)","TXCM","TX1","KI",75235,"blood_type_b_allc2",7.1428571429
"199","Children's Medical Center of Dallas (TXCM)","TXCM","TX1","KI",75235,"blood_type_o_allc2",57.142857143
"200","Children's Medical Center of Dallas (TXCM)","TXCM","TX1","KI",75235,"blood_type_unknown_allc2",0
"201","Children's Mercy Hospital (MOCM)","MOCM","TX1","KI",64108,"blood_type_ab_allc2",15
"202","Children's Mercy Hospital (MOCM)","MOCM","TX1","KI",64108,"blood_type_a_allc2",32.5
"203","Children's Mercy Hospital (MOCM)","MOCM","TX1","KI",64108,"blood_type_b_allc2",10
"204","Children's Mercy Hospital (MOCM)","MOCM","TX1","KI",64108,"blood_type_o_allc2",42.5
"205","Children's Mercy Hospital (MOCM)","MOCM","TX1","KI",64108,"blood_type_unknown_allc2",0
"206","Children's National Medical Center (DCCH)","DCCH","TX1","KI",20010,"blood_type_ab_allc2",4.5454545455
"207","Children's National Medical Center (DCCH)","DCCH","TX1","KI",20010,"blood_type_a_allc2",31.818181818
"208","Children's National Medical Center (DCCH)","DCCH","TX1","KI",20010,"blood_type_b_allc2",9.0909090909
"209","Children's National Medical Center (DCCH)","DCCH","TX1","KI",20010,"blood_type_o_allc2",54.545454545
"210","Children's National Medical Center (DCCH)","DCCH","TX1","KI",20010,"blood_type_unknown_allc2",0
"211","Children's of Alabama (ALCH)","ALCH","TX1","KI",35233,"blood_type_ab_allc2",0
"212","Children's of Alabama (ALCH)","ALCH","TX1","KI",35233,"blood_type_a_allc2",16.666666667
"213","Children's of Alabama (ALCH)","ALCH","TX1","KI",35233,"blood_type_b_allc2",50
"214","Children's of Alabama (ALCH)","ALCH","TX1","KI",35233,"blood_type_o_allc2",33.333333333
"215","Children's of Alabama (ALCH)","ALCH","TX1","KI",35233,"blood_type_unknown_allc2",0
"216","Childrens Hospital Los Angeles (CACL)","CACL","TX1","KI",90027,"blood_type_ab_allc2",0
"217","Childrens Hospital Los Angeles (CACL)","CACL","TX1","KI",90027,"blood_type_a_allc2",17.647058824
"218","Childrens Hospital Los Angeles (CACL)","CACL","TX1","KI",90027,"blood_type_b_allc2",14.705882353
"219","Childrens Hospital Los Angeles (CACL)","CACL","TX1","KI",90027,"blood_type_o_allc2",67.647058824
"220","Childrens Hospital Los Angeles (CACL)","CACL","TX1","KI",90027,"blood_type_unknown_allc2",0
"221","Christiana Care Health Services (DECC)","DECC","TX1","KI",19713,"blood_type_ab_allc2",1.3422818792
"222","Christiana Care Health Services (DECC)","DECC","TX1","KI",19713,"blood_type_a_allc2",24.832214765
"223","Christiana Care Health Services (DECC)","DECC","TX1","KI",19713,"blood_type_b_allc2",22.147651007
"224","Christiana Care Health Services (DECC)","DECC","TX1","KI",19713,"blood_type_o_allc2",51.677852349
"225","Christiana Care Health Services (DECC)","DECC","TX1","KI",19713,"blood_type_unknown_allc2",0
"226","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","KI",33331,"blood_type_ab_allc2",1.8844221106
"227","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","KI",33331,"blood_type_a_allc2",22.236180905
"228","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","KI",33331,"blood_type_b_allc2",20.477386935
"229","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","KI",33331,"blood_type_o_allc2",55.40201005
"230","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","KI",33331,"blood_type_unknown_allc2",0
"231","Cook Children's Medical Center (TXCF)","TXCF","TX1","KI",76104,"blood_type_ab_allc2",10
"232","Cook Children's Medical Center (TXCF)","TXCF","TX1","KI",76104,"blood_type_a_allc2",10
"233","Cook Children's Medical Center (TXCF)","TXCF","TX1","KI",76104,"blood_type_b_allc2",20
"234","Cook Children's Medical Center (TXCF)","TXCF","TX1","KI",76104,"blood_type_o_allc2",60
"235","Cook Children's Medical Center (TXCF)","TXCF","TX1","KI",76104,"blood_type_unknown_allc2",0
"236","Crozer-Chester Medical Center (PACC)","PACC","TX1","KI",19013,"blood_type_ab_allc2",2.8436018957
"237","Crozer-Chester Medical Center (PACC)","PACC","TX1","KI",19013,"blood_type_a_allc2",24.644549763
"238","Crozer-Chester Medical Center (PACC)","PACC","TX1","KI",19013,"blood_type_b_allc2",20.379146919
"239","Crozer-Chester Medical Center (PACC)","PACC","TX1","KI",19013,"blood_type_o_allc2",52.132701422
"240","Crozer-Chester Medical Center (PACC)","PACC","TX1","KI",19013,"blood_type_unknown_allc2",0
"241","Doctor's Hospital at Renaissance (TXDR)","TXDR","TX1","KI",78539,"blood_type_ab_allc2",0.5102040816
"242","Doctor's Hospital at Renaissance (TXDR)","TXDR","TX1","KI",78539,"blood_type_a_allc2",23.979591837
"243","Doctor's Hospital at Renaissance (TXDR)","TXDR","TX1","KI",78539,"blood_type_b_allc2",9.693877551
"244","Doctor's Hospital at Renaissance (TXDR)","TXDR","TX1","KI",78539,"blood_type_o_allc2",65.816326531
"245","Doctor's Hospital at Renaissance (TXDR)","TXDR","TX1","KI",78539,"blood_type_unknown_allc2",0
"246","Driscoll Children's Hospital (TXDC)","TXDC","TX1","KI",78411,"blood_type_ab_allc2",0
"247","Driscoll Children's Hospital (TXDC)","TXDC","TX1","KI",78411,"blood_type_a_allc2",16.666666667
"248","Driscoll Children's Hospital (TXDC)","TXDC","TX1","KI",78411,"blood_type_b_allc2",16.666666667
"249","Driscoll Children's Hospital (TXDC)","TXDC","TX1","KI",78411,"blood_type_o_allc2",66.666666667
"250","Driscoll Children's Hospital (TXDC)","TXDC","TX1","KI",78411,"blood_type_unknown_allc2",0
"251","Duke University Hospital (NCDU)","NCDU","TX1","KI",27710,"blood_type_ab_allc2",2.7777777778
"252","Duke University Hospital (NCDU)","NCDU","TX1","KI",27710,"blood_type_a_allc2",25.653594771
"253","Duke University Hospital (NCDU)","NCDU","TX1","KI",27710,"blood_type_b_allc2",21.895424837
