"","entire_name","ctr_cd","ctr_ty","org","zipcode","gender_category","gender_category_percent"
"63","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","PA",10065,"female_allc2",63.636363636
"64","New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY)","NYNY","TX1","PA",10065,"male_allc2",36.363636364
"65","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","PA",60611,"female_allc2",69.230769231
"66","Northwestern Memorial Hospital (ILNM)","ILNM","TX1","PA",60611,"male_allc2",30.769230769
"67","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","PA",10032,"female_allc2",52.5
"68","NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP)","NYCP","TX1","PA",10032,"male_allc2",47.5
"69","Ohio State University Medical Center (OHOU)","OHOU","TX1","PA",43210,"female_allc2",100
"70","Ohio State University Medical Center (OHOU)","OHOU","TX1","PA",43210,"male_allc2",0
"71","Piedmont Hospital (GAPH)","GAPH","TX1","PA",30309,"female_allc2",0
"72","Piedmont Hospital (GAPH)","GAPH","TX1","PA",30309,"male_allc2",100
"73","Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","PA",55902,"female_allc2",52.631578947
"74","Rochester Methodist Hospital (Mayo Clinic) (MNMC)","MNMC","TX1","PA",55902,"male_allc2",47.368421053
"75","Saint Barnabas Medical Center (NJSB)","NJSB","TX1","PA",7039,"female_allc2",75
"76","Saint Barnabas Medical Center (NJSB)","NJSB","TX1","PA",7039,"male_allc2",25
"77","Scott and White Memorial Hospital (TXSW)","TXSW","TX1","PA",76508,"female_allc2",75
"78","Scott and White Memorial Hospital (TXSW)","TXSW","TX1","PA",76508,"male_allc2",25
"79","Sentara Norfolk General Hospital (VANG)","VANG","TX1","PA",23507,"female_allc2",0
"80","Sentara Norfolk General Hospital (VANG)","VANG","TX1","PA",23507,"male_allc2",100
"81","Sharp Memorial Hospital (CASH)","CASH","TX1","PA",92123,"female_allc2",66.666666667
"82","Sharp Memorial Hospital (CASH)","CASH","TX1","PA",92123,"male_allc2",33.333333333
"83","State University of New York Upstate Medical University (NYUM)","NYUM","TX1","PA",13210,"female_allc2",25
"84","State University of New York Upstate Medical University (NYUM)","NYUM","TX1","PA",13210,"male_allc2",75
"85","Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","PA",14642,"female_allc2",60
"86","Strong Memorial Hospital, University of Rochester Medical Center (NYFL)","NYFL","TX1","PA",14642,"male_allc2",40
"87","Swedish Medical Center (WASM)","WASM","TX1","PA",98122,"female_allc2",66.666666667
"88","Swedish Medical Center (WASM)","WASM","TX1","PA",98122,"male_allc2",33.333333333
"89","The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","PA",44195,"female_allc2",52.941176471
"90","The Cleveland Clinic Foundation (OHCC)","OHCC","TX1","PA",44195,"male_allc2",47.058823529
"91","The Nebraska Medical Center (NEUN)","NEUN","TX1","PA",68198,"female_allc2",30.769230769
"92","The Nebraska Medical Center (NEUN)","NEUN","TX1","PA",68198,"male_allc2",69.230769231
"93","Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","PA",19107,"female_allc2",50
"94","Thomas Jefferson University Hospital (PATJ)","PATJ","TX1","PA",19107,"male_allc2",50
"95","Tulane Medical Center (LATU)","LATU","TX1","PA",70112,"female_allc2",0
"96","Tulane Medical Center (LATU)","LATU","TX1","PA",70112,"male_allc2",100
"97","UF Health Shands Hospital (FLUF)","FLUF","TX1","PA",32608,"female_allc2",50
"98","UF Health Shands Hospital (FLUF)","FLUF","TX1","PA",32608,"male_allc2",50
"99","UMass Memorial Medical Center (MAUM)","MAUM","TX1","PA",1655,"female_allc2",50
"100","UMass Memorial Medical Center (MAUM)","MAUM","TX1","PA",1655,"male_allc2",50
"101","University Hospitals of Cleveland (OHUH)","OHUH","TX1","PA",44106,"female_allc2",0
"102","University Hospitals of Cleveland (OHUH)","OHUH","TX1","PA",44106,"male_allc2",100
"103","University of Alabama Hospital (ALUA)","ALUA","TX1","PA",35233,"female_allc2",57.142857143
"104","University of Alabama Hospital (ALUA)","ALUA","TX1","PA",35233,"male_allc2",42.857142857
"105","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","PA",90095,"female_allc2",35.294117647
"106","University of California at Los Angeles Medical Center (CAUC)","CAUC","TX1","PA",90095,"male_allc2",64.705882353
"107","University of California San Francisco Medical Center (CASF)","CASF","TX1","PA",94118,"female_allc2",55.555555556
"108","University of California San Francisco Medical Center (CASF)","CASF","TX1","PA",94118,"male_allc2",44.444444444
"109","University of Chicago Medical Center (ILUC)","ILUC","TX1","PA",60637,"female_allc2",52.173913043
"110","University of Chicago Medical Center (ILUC)","ILUC","TX1","PA",60637,"male_allc2",47.826086957
"111","University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","PA",80045,"female_allc2",80
"112","University of Colorado Hospital/Health Science Center (COUC)","COUC","TX1","PA",80045,"male_allc2",20
"113","University of Illinois Medical Center (ILUI)","ILUI","TX1","PA",60612,"female_allc2",40
"114","University of Illinois Medical Center (ILUI)","ILUI","TX1","PA",60612,"male_allc2",60
"115","University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","PA",52242,"female_allc2",NA
"116","University of Iowa Hospitals and Clinics Transplant Programs (IAIV)","IAIV","TX1","PA",52242,"male_allc2",NA
"117","University of Maryland Medical System (MDUM)","MDUM","TX1","PA",21201,"female_allc2",50
"118","University of Maryland Medical System (MDUM)","MDUM","TX1","PA",21201,"male_allc2",50
"119","University of Michigan Medical Center (MIUM)","MIUM","TX1","PA",48109,"female_allc2",60
"120","University of Michigan Medical Center (MIUM)","MIUM","TX1","PA",48109,"male_allc2",40
"121","University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","PA",55454,"female_allc2",50
"122","University of Minnesota Medical Center, Fairview (MNUM)","MNUM","TX1","PA",55454,"male_allc2",50
"123","University of North Carolina Hospitals (NCMH)","NCMH","TX1","PA",27514,"female_allc2",33.333333333
"124","University of North Carolina Hospitals (NCMH)","NCMH","TX1","PA",27514,"male_allc2",66.666666667
"125","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","PA",15213,"female_allc2",36.363636364
"126","University of Pittsburgh Medical Center (PAPT)","PAPT","TX1","PA",15213,"male_allc2",63.636363636
"127","University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","PA",22908,"female_allc2",57.894736842
"128","University of Virginia Health Sciences Center (VAUV)","VAUV","TX1","PA",22908,"male_allc2",42.105263158
"129","University of Washington Medical Center (WAUW)","WAUW","TX1","PA",98195,"female_allc2",0
"130","University of Washington Medical Center (WAUW)","WAUW","TX1","PA",98195,"male_allc2",100
"131","University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","PA",53792,"female_allc2",71.428571429
"132","University of Wisconsin Hospital and Clinics (WIUW)","WIUW","TX1","PA",53792,"male_allc2",28.571428571
"133","UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","PA",15224,"female_allc2",40
"134","UPMC Children's Hospital of Pittsburgh (PACH)","PACH","TX1","PA",15224,"male_allc2",60
"135","Vidant Medical Center (NCEC)","NCEC","TX1","PA",27834,"female_allc2",50
"136","Vidant Medical Center (NCEC)","NCEC","TX1","PA",27834,"male_allc2",50
"137","Virginia Mason Medical Center (WAVM)","WAVM","TX1","PA",98111,"female_allc2",66.666666667
"138","Virginia Mason Medical Center (WAVM)","WAVM","TX1","PA",98111,"male_allc2",33.333333333
"139","Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","PA",27157,"female_allc2",100
"140","Wake Forest Baptist Medical Center (NCBG)","NCBG","TX1","PA",27157,"male_allc2",0
"141","Willis-Knighton Medical Center (LAWK)","LAWK","TX1","PA",71103,"female_allc2",33.333333333
"142","Willis-Knighton Medical Center (LAWK)","LAWK","TX1","PA",71103,"male_allc2",66.666666667
