"","entire_name","ctr_cd","ctr_ty","org","zipcode","race_category","race_category_percent"
"203","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","HR",33331,"race_other_allc2",0
"204","Cleveland Clinic Florida Weston (FLCC)","FLCC","TX1","HR",33331,"race_unknown_allc2",0
"205","Duke University Hospital (NCDU)","NCDU","TX1","HR",27710,"asian_allc2",0
"206","Duke University Hospital (NCDU)","NCDU","TX1","HR",27710,"african_american_allc2",44.897959184
"207","Duke University Hospital (NCDU)","NCDU","TX1","HR",27710,"hispanic_latino_allc2",4.0816326531
"208","Duke University Hospital (NCDU)","NCDU","TX1","HR",27710,"white_allc2",51.020408163
"209","Duke University Hospital (NCDU)","NCDU","TX1","HR",27710,"race_other_allc2",0
"210","Duke University Hospital (NCDU)","NCDU","TX1","HR",27710,"race_unknown_allc2",0
"211","Emory University Hospital (GAEM)","GAEM","TX1","HR",30322,"asian_allc2",0
"212","Emory University Hospital (GAEM)","GAEM","TX1","HR",30322,"african_american_allc2",56.363636364
"213","Emory University Hospital (GAEM)","GAEM","TX1","HR",30322,"hispanic_latino_allc2",1.8181818182
"214","Emory University Hospital (GAEM)","GAEM","TX1","HR",30322,"white_allc2",41.818181818
"215","Emory University Hospital (GAEM)","GAEM","TX1","HR",30322,"race_other_allc2",0
"216","Emory University Hospital (GAEM)","GAEM","TX1","HR",30322,"race_unknown_allc2",0
"217","Florida Hospital Medical Center (FLFH)","FLFH","TX1","HR",32803,"asian_allc2",0
"218","Florida Hospital Medical Center (FLFH)","FLFH","TX1","HR",32803,"african_american_allc2",60
"219","Florida Hospital Medical Center (FLFH)","FLFH","TX1","HR",32803,"hispanic_latino_allc2",20
"220","Florida Hospital Medical Center (FLFH)","FLFH","TX1","HR",32803,"white_allc2",20
"221","Florida Hospital Medical Center (FLFH)","FLFH","TX1","HR",32803,"race_other_allc2",0
"222","Florida Hospital Medical Center (FLFH)","FLFH","TX1","HR",32803,"race_unknown_allc2",0
"223","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","HR",53226,"asian_allc2",0
"224","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","HR",53226,"african_american_allc2",23.076923077
"225","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","HR",53226,"hispanic_latino_allc2",0
"226","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","HR",53226,"white_allc2",76.923076923
"227","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","HR",53226,"race_other_allc2",0
"228","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","HR",53226,"race_unknown_allc2",0
"229","Hartford Hospital (CTHH)","CTHH","TX1","HR",6102,"asian_allc2",0
"230","Hartford Hospital (CTHH)","CTHH","TX1","HR",6102,"african_american_allc2",8.6956521739
"231","Hartford Hospital (CTHH)","CTHH","TX1","HR",6102,"hispanic_latino_allc2",21.739130435
"232","Hartford Hospital (CTHH)","CTHH","TX1","HR",6102,"white_allc2",47.826086957
"233","Hartford Hospital (CTHH)","CTHH","TX1","HR",6102,"race_other_allc2",21.739130435
"234","Hartford Hospital (CTHH)","CTHH","TX1","HR",6102,"race_unknown_allc2",0
"235","Henry Ford Hospital (MIHF)","MIHF","TX1","HR",48202,"asian_allc2",0
"236","Henry Ford Hospital (MIHF)","MIHF","TX1","HR",48202,"african_american_allc2",27.586206897
"237","Henry Ford Hospital (MIHF)","MIHF","TX1","HR",48202,"hispanic_latino_allc2",0
"238","Henry Ford Hospital (MIHF)","MIHF","TX1","HR",48202,"white_allc2",72.413793103
"239","Henry Ford Hospital (MIHF)","MIHF","TX1","HR",48202,"race_other_allc2",0
"240","Henry Ford Hospital (MIHF)","MIHF","TX1","HR",48202,"race_unknown_allc2",0
"241","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","HR",19104,"asian_allc2",1.4925373134
"242","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","HR",19104,"african_american_allc2",23.880597015
"243","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","HR",19104,"hispanic_latino_allc2",4.4776119403
"244","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","HR",19104,"white_allc2",70.149253731
"245","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","HR",19104,"race_other_allc2",0
"246","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","HR",19104,"race_unknown_allc2",0
"247","Houston Methodist Hospital (TXMH)","TXMH","TX1","HR",77030,"asian_allc2",4.4117647059
"248","Houston Methodist Hospital (TXMH)","TXMH","TX1","HR",77030,"african_american_allc2",26.470588235
"249","Houston Methodist Hospital (TXMH)","TXMH","TX1","HR",77030,"hispanic_latino_allc2",19.117647059
"250","Houston Methodist Hospital (TXMH)","TXMH","TX1","HR",77030,"white_allc2",48.529411765
"251","Houston Methodist Hospital (TXMH)","TXMH","TX1","HR",77030,"race_other_allc2",1.4705882353
"252","Houston Methodist Hospital (TXMH)","TXMH","TX1","HR",77030,"race_unknown_allc2",0
"253","Hunter Holmes McGuire Veterans Administration Medical Center (VAMV)","VAMV","TX1","HR",NA,"asian_allc2",0
"254","Hunter Holmes McGuire Veterans Administration Medical Center (VAMV)","VAMV","TX1","HR",NA,"african_american_allc2",46.153846154
"255","Hunter Holmes McGuire Veterans Administration Medical Center (VAMV)","VAMV","TX1","HR",NA,"hispanic_latino_allc2",0
"256","Hunter Holmes McGuire Veterans Administration Medical Center (VAMV)","VAMV","TX1","HR",NA,"white_allc2",53.846153846
"257","Hunter Holmes McGuire Veterans Administration Medical Center (VAMV)","VAMV","TX1","HR",NA,"race_other_allc2",0
"258","Hunter Holmes McGuire Veterans Administration Medical Center (VAMV)","VAMV","TX1","HR",NA,"race_unknown_allc2",0
"259","Indiana University Health (INIM)","INIM","TX1","HR",46202,"asian_allc2",0
"260","Indiana University Health (INIM)","INIM","TX1","HR",46202,"african_american_allc2",7.6923076923
"261","Indiana University Health (INIM)","INIM","TX1","HR",46202,"hispanic_latino_allc2",0
"262","Indiana University Health (INIM)","INIM","TX1","HR",46202,"white_allc2",92.307692308
"263","Indiana University Health (INIM)","INIM","TX1","HR",46202,"race_other_allc2",0
"264","Indiana University Health (INIM)","INIM","TX1","HR",46202,"race_unknown_allc2",0
"265","Inova Fairfax Hospital (VAFH)","VAFH","TX1","HR",22042,"asian_allc2",4.8780487805
"266","Inova Fairfax Hospital (VAFH)","VAFH","TX1","HR",22042,"african_american_allc2",43.902439024
"267","Inova Fairfax Hospital (VAFH)","VAFH","TX1","HR",22042,"hispanic_latino_allc2",2.4390243902
"268","Inova Fairfax Hospital (VAFH)","VAFH","TX1","HR",22042,"white_allc2",48.780487805
"269","Inova Fairfax Hospital (VAFH)","VAFH","TX1","HR",22042,"race_other_allc2",0
"270","Inova Fairfax Hospital (VAFH)","VAFH","TX1","HR",22042,"race_unknown_allc2",0
"271","Integris Baptist Medical Center (OKBC)","OKBC","TX1","HR",73112,"asian_allc2",0
"272","Integris Baptist Medical Center (OKBC)","OKBC","TX1","HR",73112,"african_american_allc2",31.818181818
"273","Integris Baptist Medical Center (OKBC)","OKBC","TX1","HR",73112,"hispanic_latino_allc2",4.5454545455
"274","Integris Baptist Medical Center (OKBC)","OKBC","TX1","HR",73112,"white_allc2",59.090909091
"275","Integris Baptist Medical Center (OKBC)","OKBC","TX1","HR",73112,"race_other_allc2",4.5454545455
