"","entire_name","ctr_cd","ctr_ty","org","zipcode","blood_type_category","blood_type_category_percent"
"32","Avera McKennan Hospital (SDMK)","SDMK","TX1","KP",57105,"blood_type_a_allc2",42.857142857
"33","Avera McKennan Hospital (SDMK)","SDMK","TX1","KP",57105,"blood_type_b_allc2",0
"34","Avera McKennan Hospital (SDMK)","SDMK","TX1","KP",57105,"blood_type_o_allc2",57.142857143
"35","Avera McKennan Hospital (SDMK)","SDMK","TX1","KP",57105,"blood_type_unknown_allc2",0
"36","Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","KP",85719,"blood_type_ab_allc2",0
"37","Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","KP",85719,"blood_type_a_allc2",0
"38","Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","KP",85719,"blood_type_b_allc2",0
"39","Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","KP",85719,"blood_type_o_allc2",100
"40","Banner University Medical Center-Tucson (AZUA)","AZUA","TX1","KP",85719,"blood_type_unknown_allc2",0
"41","Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","KP",85006,"blood_type_ab_allc2",0
"42","Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","KP",85006,"blood_type_a_allc2",0
"43","Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","KP",85006,"blood_type_b_allc2",0
"44","Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","KP",85006,"blood_type_o_allc2",100
"45","Banner-University Medical Center Phoenix (AZGS)","AZGS","TX1","KP",85006,"blood_type_unknown_allc2",0
"46","Barnes-Jewish Hospital (MOBH)","MOBH","TX1","KP",63110,"blood_type_ab_allc2",0
"47","Barnes-Jewish Hospital (MOBH)","MOBH","TX1","KP",63110,"blood_type_a_allc2",50
"48","Barnes-Jewish Hospital (MOBH)","MOBH","TX1","KP",63110,"blood_type_b_allc2",7.1428571429
"49","Barnes-Jewish Hospital (MOBH)","MOBH","TX1","KP",63110,"blood_type_o_allc2",42.857142857
"50","Barnes-Jewish Hospital (MOBH)","MOBH","TX1","KP",63110,"blood_type_unknown_allc2",0
"51","Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","KP",76104,"blood_type_ab_allc2",0
"52","Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","KP",76104,"blood_type_a_allc2",31.578947368
"53","Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","KP",76104,"blood_type_b_allc2",15.789473684
"54","Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","KP",76104,"blood_type_o_allc2",52.631578947
"55","Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS)","TXAS","TX1","KP",76104,"blood_type_unknown_allc2",0
"56","Baylor University Medical Center (TXTX)","TXTX","TX1","KP",75246,"blood_type_ab_allc2",0
"57","Baylor University Medical Center (TXTX)","TXTX","TX1","KP",75246,"blood_type_a_allc2",35.294117647
"58","Baylor University Medical Center (TXTX)","TXTX","TX1","KP",75246,"blood_type_b_allc2",11.764705882
"59","Baylor University Medical Center (TXTX)","TXTX","TX1","KP",75246,"blood_type_o_allc2",52.941176471
"60","Baylor University Medical Center (TXTX)","TXTX","TX1","KP",75246,"blood_type_unknown_allc2",0
"61","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KP",2215,"blood_type_ab_allc2",6.8965517241
"62","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KP",2215,"blood_type_a_allc2",31.034482759
"63","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KP",2215,"blood_type_b_allc2",17.24137931
"64","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KP",2215,"blood_type_o_allc2",44.827586207
"65","Beth Israel Deaconess Medical Center (MABI)","MABI","TX1","KP",2215,"blood_type_unknown_allc2",0
"66","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KP",2115,"blood_type_ab_allc2",10
"67","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KP",2115,"blood_type_a_allc2",20
"68","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KP",2115,"blood_type_b_allc2",10
"69","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KP",2115,"blood_type_o_allc2",60
"70","Brigham and Women's Hospital (MAPB)","MAPB","TX1","KP",2115,"blood_type_unknown_allc2",0
"71","California Pacific Medical Center (CAPM)","CAPM","TX1","KP",94114,"blood_type_ab_allc2",4
"72","California Pacific Medical Center (CAPM)","CAPM","TX1","KP",94114,"blood_type_a_allc2",36
"73","California Pacific Medical Center (CAPM)","CAPM","TX1","KP",94114,"blood_type_b_allc2",4
"74","California Pacific Medical Center (CAPM)","CAPM","TX1","KP",94114,"blood_type_o_allc2",56
"75","California Pacific Medical Center (CAPM)","CAPM","TX1","KP",94114,"blood_type_unknown_allc2",0
"76","Carolinas Medical Center (NCCM)","NCCM","TX1","KP",28203,"blood_type_ab_allc2",8.3333333333
"77","Carolinas Medical Center (NCCM)","NCCM","TX1","KP",28203,"blood_type_a_allc2",25
"78","Carolinas Medical Center (NCCM)","NCCM","TX1","KP",28203,"blood_type_b_allc2",25
"79","Carolinas Medical Center (NCCM)","NCCM","TX1","KP",28203,"blood_type_o_allc2",41.666666667
"80","Carolinas Medical Center (NCCM)","NCCM","TX1","KP",28203,"blood_type_unknown_allc2",0
"81","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KP",90211,"blood_type_ab_allc2",0
"82","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KP",90211,"blood_type_a_allc2",42.857142857
"83","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KP",90211,"blood_type_b_allc2",14.285714286
"84","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KP",90211,"blood_type_o_allc2",42.857142857
"85","Cedars-Sinai Medical Center (CACS)","CACS","TX1","KP",90211,"blood_type_unknown_allc2",0
"86","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KP",80210,"blood_type_ab_allc2",0
"87","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KP",80210,"blood_type_a_allc2",0
"88","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KP",80210,"blood_type_b_allc2",0
"89","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KP",80210,"blood_type_o_allc2",100
"90","Centura Porter Adventist Hospital (COPM)","COPM","TX1","KP",80210,"blood_type_unknown_allc2",0
"91","Duke University Hospital (NCDU)","NCDU","TX1","KP",27710,"blood_type_ab_allc2",0
"92","Duke University Hospital (NCDU)","NCDU","TX1","KP",27710,"blood_type_a_allc2",25
"93","Duke University Hospital (NCDU)","NCDU","TX1","KP",27710,"blood_type_b_allc2",50
"94","Duke University Hospital (NCDU)","NCDU","TX1","KP",27710,"blood_type_o_allc2",25
"95","Duke University Hospital (NCDU)","NCDU","TX1","KP",27710,"blood_type_unknown_allc2",0
"96","Emory University Hospital (GAEM)","GAEM","TX1","KP",30322,"blood_type_ab_allc2",0
"97","Emory University Hospital (GAEM)","GAEM","TX1","KP",30322,"blood_type_a_allc2",16.666666667
"98","Emory University Hospital (GAEM)","GAEM","TX1","KP",30322,"blood_type_b_allc2",16.666666667
"99","Emory University Hospital (GAEM)","GAEM","TX1","KP",30322,"blood_type_o_allc2",66.666666667
"100","Emory University Hospital (GAEM)","GAEM","TX1","KP",30322,"blood_type_unknown_allc2",0
"101","Erie County Medical Center (NYEC)","NYEC","TX1","KP",14215,"blood_type_ab_allc2",0
"102","Erie County Medical Center (NYEC)","NYEC","TX1","KP",14215,"blood_type_a_allc2",50
"103","Erie County Medical Center (NYEC)","NYEC","TX1","KP",14215,"blood_type_b_allc2",0
"104","Erie County Medical Center (NYEC)","NYEC","TX1","KP",14215,"blood_type_o_allc2",50
"105","Erie County Medical Center (NYEC)","NYEC","TX1","KP",14215,"blood_type_unknown_allc2",0
"106","Florida Hospital Medical Center (FLFH)","FLFH","TX1","KP",32803,"blood_type_ab_allc2",0
"107","Florida Hospital Medical Center (FLFH)","FLFH","TX1","KP",32803,"blood_type_a_allc2",0
"108","Florida Hospital Medical Center (FLFH)","FLFH","TX1","KP",32803,"blood_type_b_allc2",20
"109","Florida Hospital Medical Center (FLFH)","FLFH","TX1","KP",32803,"blood_type_o_allc2",80
"110","Florida Hospital Medical Center (FLFH)","FLFH","TX1","KP",32803,"blood_type_unknown_allc2",0
"111","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","KP",53226,"blood_type_ab_allc2",0
"112","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","KP",53226,"blood_type_a_allc2",30
"113","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","KP",53226,"blood_type_b_allc2",10
"114","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","KP",53226,"blood_type_o_allc2",60
"115","Froedtert Memorial Lutheran Hospital (WISE)","WISE","TX1","KP",53226,"blood_type_unknown_allc2",0
"116","Georgetown University Medical Center (DCGU)","DCGU","TX1","KP",20007,"blood_type_ab_allc2",3.9215686275
"117","Georgetown University Medical Center (DCGU)","DCGU","TX1","KP",20007,"blood_type_a_allc2",23.529411765
"118","Georgetown University Medical Center (DCGU)","DCGU","TX1","KP",20007,"blood_type_b_allc2",19.607843137
"119","Georgetown University Medical Center (DCGU)","DCGU","TX1","KP",20007,"blood_type_o_allc2",52.941176471
"120","Georgetown University Medical Center (DCGU)","DCGU","TX1","KP",20007,"blood_type_unknown_allc2",0
"121","Hackensack University Medical Center (NJHK)","NJHK","TX1","KP",7601,"blood_type_ab_allc2",0
"122","Hackensack University Medical Center (NJHK)","NJHK","TX1","KP",7601,"blood_type_a_allc2",50
"123","Hackensack University Medical Center (NJHK)","NJHK","TX1","KP",7601,"blood_type_b_allc2",25
"124","Hackensack University Medical Center (NJHK)","NJHK","TX1","KP",7601,"blood_type_o_allc2",25
"125","Hackensack University Medical Center (NJHK)","NJHK","TX1","KP",7601,"blood_type_unknown_allc2",0
"126","Henry Ford Hospital (MIHF)","MIHF","TX1","KP",48202,"blood_type_ab_allc2",0
"127","Henry Ford Hospital (MIHF)","MIHF","TX1","KP",48202,"blood_type_a_allc2",16.666666667
"128","Henry Ford Hospital (MIHF)","MIHF","TX1","KP",48202,"blood_type_b_allc2",33.333333333
"129","Henry Ford Hospital (MIHF)","MIHF","TX1","KP",48202,"blood_type_o_allc2",50
"130","Henry Ford Hospital (MIHF)","MIHF","TX1","KP",48202,"blood_type_unknown_allc2",0
"131","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","KP",19104,"blood_type_ab_allc2",0
"132","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","KP",19104,"blood_type_a_allc2",10.714285714
"133","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","KP",19104,"blood_type_b_allc2",35.714285714
"134","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","KP",19104,"blood_type_o_allc2",53.571428571
"135","Hospital of the University of Pennsylvania (PAUP)","PAUP","TX1","KP",19104,"blood_type_unknown_allc2",0
"136","Houston Methodist Hospital (TXMH)","TXMH","TX1","KP",77030,"blood_type_ab_allc2",7.1428571429
"137","Houston Methodist Hospital (TXMH)","TXMH","TX1","KP",77030,"blood_type_a_allc2",28.571428571
"138","Houston Methodist Hospital (TXMH)","TXMH","TX1","KP",77030,"blood_type_b_allc2",10.714285714
"139","Houston Methodist Hospital (TXMH)","TXMH","TX1","KP",77030,"blood_type_o_allc2",53.571428571
"140","Houston Methodist Hospital (TXMH)","TXMH","TX1","KP",77030,"blood_type_unknown_allc2",0
"141","Indiana University Health (INIM)","INIM","TX1","KP",46202,"blood_type_ab_allc2",6.6666666667
"142","Indiana University Health (INIM)","INIM","TX1","KP",46202,"blood_type_a_allc2",13.333333333
"143","Indiana University Health (INIM)","INIM","TX1","KP",46202,"blood_type_b_allc2",46.666666667
"144","Indiana University Health (INIM)","INIM","TX1","KP",46202,"blood_type_o_allc2",33.333333333
"145","Indiana University Health (INIM)","INIM","TX1","KP",46202,"blood_type_unknown_allc2",0
"146","Inova Fairfax Hospital (VAFH)","VAFH","TX1","KP",22042,"blood_type_ab_allc2",0
"147","Inova Fairfax Hospital (VAFH)","VAFH","TX1","KP",22042,"blood_type_a_allc2",33.333333333
"148","Inova Fairfax Hospital (VAFH)","VAFH","TX1","KP",22042,"blood_type_b_allc2",33.333333333
"149","Inova Fairfax Hospital (VAFH)","VAFH","TX1","KP",22042,"blood_type_o_allc2",33.333333333
"150","Inova Fairfax Hospital (VAFH)","VAFH","TX1","KP",22042,"blood_type_unknown_allc2",0
"151","Integris Baptist Medical Center (OKBC)","OKBC","TX1","KP",73112,"blood_type_ab_allc2",0
"152","Integris Baptist Medical Center (OKBC)","OKBC","TX1","KP",73112,"blood_type_a_allc2",66.666666667
"153","Integris Baptist Medical Center (OKBC)","OKBC","TX1","KP",73112,"blood_type_b_allc2",0
"154","Integris Baptist Medical Center (OKBC)","OKBC","TX1","KP",73112,"blood_type_o_allc2",33.333333333
"155","Integris Baptist Medical Center (OKBC)","OKBC","TX1","KP",73112,"blood_type_unknown_allc2",0
"156","Intermountain Medical Center (UTLD)","UTLD","TX1","KP",84107,"blood_type_ab_allc2",0
"157","Intermountain Medical Center (UTLD)","UTLD","TX1","KP",84107,"blood_type_a_allc2",75
"158","Intermountain Medical Center (UTLD)","UTLD","TX1","KP",84107,"blood_type_b_allc2",8.3333333333
"159","Intermountain Medical Center (UTLD)","UTLD","TX1","KP",84107,"blood_type_o_allc2",16.666666667
"160","Intermountain Medical Center (UTLD)","UTLD","TX1","KP",84107,"blood_type_unknown_allc2",0
"161","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","KP",33136,"blood_type_ab_allc2",0
"162","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","KP",33136,"blood_type_a_allc2",20
"163","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","KP",33136,"blood_type_b_allc2",25
"164","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","KP",33136,"blood_type_o_allc2",55
"165","Jackson Memorial Hospital University of Miami School of Medicine (FLJM)","FLJM","TX1","KP",33136,"blood_type_unknown_allc2",0
"166","Jewish Hospital (KYJH)","KYJH","TX1","KP",40202,"blood_type_ab_allc2",0
"167","Jewish Hospital (KYJH)","KYJH","TX1","KP",40202,"blood_type_a_allc2",41.176470588
"168","Jewish Hospital (KYJH)","KYJH","TX1","KP",40202,"blood_type_b_allc2",41.176470588
"169","Jewish Hospital (KYJH)","KYJH","TX1","KP",40202,"blood_type_o_allc2",17.647058824
"170","Jewish Hospital (KYJH)","KYJH","TX1","KP",40202,"blood_type_unknown_allc2",0
"171","Johns Hopkins Hospital (MDJH)","MDJH","TX1","KP",21287,"blood_type_ab_allc2",0
"172","Johns Hopkins Hospital (MDJH)","MDJH","TX1","KP",21287,"blood_type_a_allc2",12.5
"173","Johns Hopkins Hospital (MDJH)","MDJH","TX1","KP",21287,"blood_type_b_allc2",43.75
"174","Johns Hopkins Hospital (MDJH)","MDJH","TX1","KP",21287,"blood_type_o_allc2",43.75
"175","Johns Hopkins Hospital (MDJH)","MDJH","TX1","KP",21287,"blood_type_unknown_allc2",0
"176","Keck Hospital of USC (CAUH)","CAUH","TX1","KP",90033,"blood_type_ab_allc2",0
"177","Keck Hospital of USC (CAUH)","CAUH","TX1","KP",90033,"blood_type_a_allc2",16.666666667
"178","Keck Hospital of USC (CAUH)","CAUH","TX1","KP",90033,"blood_type_b_allc2",33.333333333
"179","Keck Hospital of USC (CAUH)","CAUH","TX1","KP",90033,"blood_type_o_allc2",50
"180","Keck Hospital of USC (CAUH)","CAUH","TX1","KP",90033,"blood_type_unknown_allc2",0
"181","Lehigh Valley Hospital (PALV)","PALV","TX1","KP",18105,"blood_type_ab_allc2",0
"182","Lehigh Valley Hospital (PALV)","PALV","TX1","KP",18105,"blood_type_a_allc2",41.666666667
"183","Lehigh Valley Hospital (PALV)","PALV","TX1","KP",18105,"blood_type_b_allc2",0
"184","Lehigh Valley Hospital (PALV)","PALV","TX1","KP",18105,"blood_type_o_allc2",58.333333333
"185","Lehigh Valley Hospital (PALV)","PALV","TX1","KP",18105,"blood_type_unknown_allc2",0
"186","Loma Linda University Medical Center (CALL)","CALL","TX1","KP",92354,"blood_type_ab_allc2",0
"187","Loma Linda University Medical Center (CALL)","CALL","TX1","KP",92354,"blood_type_a_allc2",12.5
"188","Loma Linda University Medical Center (CALL)","CALL","TX1","KP",92354,"blood_type_b_allc2",12.5
"189","Loma Linda University Medical Center (CALL)","CALL","TX1","KP",92354,"blood_type_o_allc2",75
"190","Loma Linda University Medical Center (CALL)","CALL","TX1","KP",92354,"blood_type_unknown_allc2",0
"191","Loyola University Medical Center (ILLU)","ILLU","TX1","KP",60153,"blood_type_ab_allc2",0
"192","Loyola University Medical Center (ILLU)","ILLU","TX1","KP",60153,"blood_type_a_allc2",16.666666667
"193","Loyola University Medical Center (ILLU)","ILLU","TX1","KP",60153,"blood_type_b_allc2",16.666666667
"194","Loyola University Medical Center (ILLU)","ILLU","TX1","KP",60153,"blood_type_o_allc2",66.666666667
"195","Loyola University Medical Center (ILLU)","ILLU","TX1","KP",60153,"blood_type_unknown_allc2",0
"196","Massachusetts General Hospital (MAMG)","MAMG","TX1","KP",2114,"blood_type_ab_allc2",0
"197","Massachusetts General Hospital (MAMG)","MAMG","TX1","KP",2114,"blood_type_a_allc2",33.333333333
"198","Massachusetts General Hospital (MAMG)","MAMG","TX1","KP",2114,"blood_type_b_allc2",0
"199","Massachusetts General Hospital (MAMG)","MAMG","TX1","KP",2114,"blood_type_o_allc2",66.666666667
"200","Massachusetts General Hospital (MAMG)","MAMG","TX1","KP",2114,"blood_type_unknown_allc2",0
"201","Mayo Clinic Florida (FLSL)","FLSL","TX1","KP",32224,"blood_type_ab_allc2",8.3333333333
"202","Mayo Clinic Florida (FLSL)","FLSL","TX1","KP",32224,"blood_type_a_allc2",25
"203","Mayo Clinic Florida (FLSL)","FLSL","TX1","KP",32224,"blood_type_b_allc2",16.666666667
"204","Mayo Clinic Florida (FLSL)","FLSL","TX1","KP",32224,"blood_type_o_allc2",50
"205","Mayo Clinic Florida (FLSL)","FLSL","TX1","KP",32224,"blood_type_unknown_allc2",0
"206","Mayo Clinic Hospital (AZMC)","AZMC","TX1","KP",85054,"blood_type_ab_allc2",0
"207","Mayo Clinic Hospital (AZMC)","AZMC","TX1","KP",85054,"blood_type_a_allc2",7.6923076923
"208","Mayo Clinic Hospital (AZMC)","AZMC","TX1","KP",85054,"blood_type_b_allc2",15.384615385
"209","Mayo Clinic Hospital (AZMC)","AZMC","TX1","KP",85054,"blood_type_o_allc2",76.923076923
"210","Mayo Clinic Hospital (AZMC)","AZMC","TX1","KP",85054,"blood_type_unknown_allc2",0
"211","Medical City Dallas Hospital (TXHD)","TXHD","TX1","KP",75230,"blood_type_ab_allc2",0
"212","Medical City Dallas Hospital (TXHD)","TXHD","TX1","KP",75230,"blood_type_a_allc2",33.333333333
"213","Medical City Dallas Hospital (TXHD)","TXHD","TX1","KP",75230,"blood_type_b_allc2",33.333333333
"214","Medical City Dallas Hospital (TXHD)","TXHD","TX1","KP",75230,"blood_type_o_allc2",33.333333333
"215","Medical City Dallas Hospital (TXHD)","TXHD","TX1","KP",75230,"blood_type_unknown_allc2",0
"216","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","KP",23219,"blood_type_ab_allc2",0
"217","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","KP",23219,"blood_type_a_allc2",60
"218","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","KP",23219,"blood_type_b_allc2",0
"219","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","KP",23219,"blood_type_o_allc2",40
"220","Medical College of Virginia Hospitals (VAMC)","VAMC","TX1","KP",23219,"blood_type_unknown_allc2",0
"221","Medical University of South Carolina (SCMU)","SCMU","TX1","KP",29425,"blood_type_ab_allc2",7.6923076923
"222","Medical University of South Carolina (SCMU)","SCMU","TX1","KP",29425,"blood_type_a_allc2",28.205128205
"223","Medical University of South Carolina (SCMU)","SCMU","TX1","KP",29425,"blood_type_b_allc2",35.897435897
"224","Medical University of South Carolina (SCMU)","SCMU","TX1","KP",29425,"blood_type_o_allc2",28.205128205
"225","Medical University of South Carolina (SCMU)","SCMU","TX1","KP",29425,"blood_type_unknown_allc2",0
"226","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","KP",77030,"blood_type_ab_allc2",0
"227","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","KP",77030,"blood_type_a_allc2",28.571428571
"228","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","KP",77030,"blood_type_b_allc2",14.285714286
"229","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","KP",77030,"blood_type_o_allc2",57.142857143
"230","Memorial Hermann Hospital, University of Texas at Houston (TXHH)","TXHH","TX1","KP",77030,"blood_type_unknown_allc2",0
"231","Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","KP",50314,"blood_type_ab_allc2",0
"232","Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","KP",50314,"blood_type_a_allc2",60
"233","Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","KP",50314,"blood_type_b_allc2",0
"234","Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","KP",50314,"blood_type_o_allc2",40
"235","Mercy Medical Center-Des Moines (IAMH)","IAMH","TX1","KP",50314,"blood_type_unknown_allc2",0
"236","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","KP",75203,"blood_type_ab_allc2",0
"237","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","KP",75203,"blood_type_a_allc2",22.222222222
"238","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","KP",75203,"blood_type_b_allc2",44.444444444
"239","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","KP",75203,"blood_type_o_allc2",33.333333333
"240","Methodist Dallas Medical Center (TXMC)","TXMC","TX1","KP",75203,"blood_type_unknown_allc2",0
"241","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","KP",78229,"blood_type_ab_allc2",0
"242","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","KP",78229,"blood_type_a_allc2",50
"243","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","KP",78229,"blood_type_b_allc2",14.285714286
"244","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","KP",78229,"blood_type_o_allc2",35.714285714
"245","Methodist Specialty and Transplant Hospital (TXHS)","TXHS","TX1","KP",78229,"blood_type_unknown_allc2",0
"246","Methodist University Hospital (TNMH)","TNMH","TX1","KP",38104,"blood_type_ab_allc2",4.5454545455
"247","Methodist University Hospital (TNMH)","TNMH","TX1","KP",38104,"blood_type_a_allc2",27.272727273
"248","Methodist University Hospital (TNMH)","TNMH","TX1","KP",38104,"blood_type_b_allc2",22.727272727
"249","Methodist University Hospital (TNMH)","TNMH","TX1","KP",38104,"blood_type_o_allc2",45.454545455
"250","Methodist University Hospital (TNMH)","TNMH","TX1","KP",38104,"blood_type_unknown_allc2",0
"251","Montefiore Medical Center (NYMA)","NYMA","TX1","KP",10467,"blood_type_ab_allc2",0
"252","Montefiore Medical Center (NYMA)","NYMA","TX1","KP",10467,"blood_type_a_allc2",20.689655172
"253","Montefiore Medical Center (NYMA)","NYMA","TX1","KP",10467,"blood_type_b_allc2",20.689655172
"254","Montefiore Medical Center (NYMA)","NYMA","TX1","KP",10467,"blood_type_o_allc2",58.620689655
"255","Montefiore Medical Center (NYMA)","NYMA","TX1","KP",10467,"blood_type_unknown_allc2",0
"256","Mount Sinai Medical Center (NYMS)","NYMS","TX1","KP",10029,"blood_type_ab_allc2",13.333333333
"257","Mount Sinai Medical Center (NYMS)","NYMS","TX1","KP",10029,"blood_type_a_allc2",23.333333333
"258","Mount Sinai Medical Center (NYMS)","NYMS","TX1","KP",10029,"blood_type_b_allc2",26.666666667
"259","Mount Sinai Medical Center (NYMS)","NYMS","TX1","KP",10029,"blood_type_o_allc2",36.666666667
"260","Mount Sinai Medical Center (NYMS)","NYMS","TX1","KP",10029,"blood_type_unknown_allc2",0
